Argument ID	Conclusion	Stance	Premise
A1670	You, my queen, are fairest of all.		
A1671	They laid her on a bier, and all seven sat next to her and mourned for her and cried for three days.		
A1673	"Then he said to the dwarfs, ""Let me have the coffin. I will give you anything you want for it."" But the dwarfs answered, ""We will not sell it for all the gold in the world."""		
A1675	As he thus spoke, the good dwarfs felt pity for him and gave him the coffin		
A1677	You, my queen, are fair; it is true.  But the young queen is a thousand times fairer than you.		
A1678	Then they put a pair of iron shoes into burning coals. They were brought forth with tongs and placed before her. She was forced to step into the red-hot shoes and dance until she fell down dead.		
A1682	"One day it happened that the father was going to the fair, and he asked his two stepdaughters what he should bring back for them. ""Beautiful dresses,"" said the one. ""Pearls and jewels,"" said the other. ""And you, Cinderella,"" he said, ""what do you want?"" ""Father, break off for me the first twig that brushes against your hat on your way home."""		
A1689	Two white pigeons came in through the kitchen window, and then the turtledoves, and finally all the birds beneath the sky came whirring and swarming in, and lit around the ashes. The pigeons nodded their heads and began to pick, pick, pick, pick. And the others also began to pick, pick, pick, pick. They gathered all the good grains into the bowls. Before a half hour had passed they were finished, and they all flew out again		
A1690	Two white pigeons came in through the kitchen window, and then the turtledoves, and finally all the birds beneath the sky came whirring and swarming in, and lit around the ashes. The pigeons nodded their heads and began to pick, pick, pick, pick. And the others also began to pick, pick, pick, pick. They gathered all the good grains into the bowl. Hardly one hour had passed before they were finished, and they all flew out again		
A1701	on the hazel tree, sat the two pigeons, crying out: Rook di goo, rook di goo! There's blood in the shoe. The shoe is too tight, This bride is not right!		
A1707	Then he looked at her foot and saw how the blood was running from it		
A1708	He looked down at her foot and saw how the blood was running out of her shoe, and how it had stained her white stocking all red		
A1710	"When she stood up the prince looked into her face, and he recognized the beautiful girl who had danced with him. He cried out, ""She is my true bride."""		
A1711	the two white pigeons cried out: Rook di goo, rook di goo! No blood's in the shoe. The shoe's not too tight, This bride is right!		
A1712	After they had cried this out, they both flew down and lit on Cinderella's shoulders, one on the right, the other on the left, and remained sitting there		
A1714	"""No, Cinderella, you have no clothes, and you don't know how to dance"		
A1715	When she arrived at the festival in this dress, everyone was so astonished that they did not know what to say		
A1716	"""The unknown girl has eluded me"		
A1717	the prince did not know where she had gone		
A1718	then he told him that the unknown girl had jumped into the pigeon coop		
A1719	And thus, for their wickedness and falsehood, they were punished with blindness as long as they lived		
A1720	The girl went out to her mother's grave every day and wept, and she remained pious and good		
A1721	"""Dear child, remain pious and good, and then our dear God will always protect you, and I will look down on you from heaven and be near you."""		
A1726	So he bought beautiful dresses, pearls, and jewels for his two stepdaughters. On his way home, as he was riding through a green thicket, a hazel twig brushed against him and knocked off his hat. Then he broke off the twig and took it with him. Arriving home, he gave his stepdaughters the things that they had asked for, and he gave Cinderella the twig from the hazel bush		
A1727	Cinderella thanked him, went to her mother's grave, and planted the branch on it		
A1728	Cinderella went to this tree three times every day, and beneath it she wept and prayed		
A1732	He had them bring him an ax and a pick so that he could break the pigeon coop apart, but no one was inside		
A1734	"The prince had waited until she came, then immediately took her by the hand, and danced only with her. When others came and asked her to dance with them, he said, ""She is my dance partner."""		
A1735	"I believe she has climbed up the pear tree. The father thought, ""Could it be Cinderella?"" He had an ax brought to him and cut down the tree, but no one was in it"		
A1738	"The prince danced only with her, and whenever anyone else asked her to dance, he would say, ""She is my dance partner."""		
A1739	The prince, however, had set a trap. He had had the entire stairway smeared with pitch. When she ran down the stairs, her left slipper stuck in the pitch		
A1740	"""No one shall be my wife except for the one whose foot fits this golden shoe."""		
A1744	She sat down on a stool, pulled her foot out of the heavy wooden shoe, and put it into the slipper, and it fitted her perfectly		
A1746	No one knew where he took them, for none of them ever returned		
A1757	She took the keys and the egg, and promised to take good care of everything		
A1761	The second sister brought him a piece of bread		
A1762	the oldest daughter came out to give him a piece of bread		
A1763	He appeared to be a poor, weak beggar, and he carried a pack basket on his back, as though he wanted to collect some benevolent offerings in it. He asked for a bit to eat, and when the oldest daughter came out to give him a piece of bread		
A1764	he saw from the red stain that she had been in the blood chamber		
A1771	In spite of this she proceeded to gather their parts together, placing them back in order: head, body, arms, and legs. Then, when nothing else was missing, the parts began to move		
A1772	"When the man returned home he immediately demanded the keys and the egg, and when he was unable to detect any trace of blood on them, he said, ""You have passed the test. You shall be my bride."""		
A1777	"""The moment is here when I can rescue you. The evildoer himself shall carry you home. As soon as you have arrived at home send help to me."""		
A1783	When everything was ready she dipped herself into a barrel of honey, then cut open the bed and rolled around in it until she looked like a strange bird, and no one would have been able to recognize her		
A1786	the bride's brothers and relatives arrived. They had been sent to rescue her		
A1787	After he and all his guests had gone into the house, the bride's brothers and relatives arrived. They had been sent to rescue her. After closing up all the doors of the house so that no one could escape, they set it afire, and the sorcerer, together with his gang, all burned to death		
A1789	As soon as he had gone she walked about in the house from top to bottom examining everything		
A1790	She examined the key. It looked like any other one. She put it into the lock and twisted it a little, and then the door sprang open		
A1792	Every time that he stopped walking, someone called out, and he had to walk on until, groaning and out of breath, he brought the basket with the gold and the two girls to their parents' house		
A1794	"Underway some of the wedding guests met her, and they asked, ""You, Fitcher's bird, where are you coming from?"" ""I am coming from Fitcher's house."""		
A1795	"""You, Fitcher's bird, where are you coming from?"" ""I am coming from Fitcher's house."		
A1796	"""Why do you torment yourself with chopping wood? I will make you rich if you will promise me that which is standing behind your mill."""		
A1798	"All at once all the chests and boxes are full, and no one brought it here, and I don't know where it came from."""		
A1800	The miller's daughter was a beautiful and pious girl, and she lived the three years worshipping God and without sin		
A1801	When the time was up and the day came when the evil one was to get her, she washed herself clean and drew a circle around herself with chalk		
A1807	"She answered, ""Dear father, do with me what you will. I am your child,"" and with that she stretched forth both hands and let her father chop them off"		
A1808	Compassionate people will give me as much as I need		
A1810	"The miller spoke to her, ""I have gained great wealth through you. I shall take care of you in splendor as long as you live."""		
A1812	He closed a head gate, so that the moat dried up, and she could walk through		
A1813	Then she kneeled down and, crying out to God the Lord, she prayed. Suddenly an angel appeared		
A1814	She entered the garden, and the angel went with her		
A1818	"The king said, ""How did the spirit get across the water? And where did it go after it had eaten the pear?"""		
A1819	"The king said, ""If what you said is true, I will keep watch with you tonight."""		
A1820	After it was dark the king entered the garden, bringing a priest with him who was to talk to the spirit		
A1821	After it was dark the king entered the garden, bringing a priest with him who was to talk to the spirit. All three sat down under the tree and kept watch		
A1823	"She answered, ""I am not a spirit, but a poor human who has been abandoned by everyone except God."""		
A1825	She gave birth to a beautiful son. The old mother quickly wrote this in a letter, giving the joyful news to the king		
A1831	"Then she said to the queen, ""I cannot have you killed as the king has ordered, but you can no longer stay here. Go out into the wide world with your child, and never come back."""		
A1832	She came to a great, wild forest where she got onto her knees and prayed to God. Then the angel of the Lord appeared to her and led her to a small house		
A1834	"On it was a small sign with the words, ""Here anyone can live free."""		
A1835	"Then the angel of the Lord appeared to her and led her to a small house. On it was a small sign with the words, ""Here anyone can live free."""		
A1838	And through the grace of God and her own piety her chopped-off hands grew back		
A1840	"Then she continued to speak, ""I did what you ordered,"" and showed him as proof the eyes and the tongue"		
A1841	"Then the king began to weep even more bitterly for his poor wife and his little son, until the old woman had mercy and said to him, ""Be satisfied that she is still alive. I secretly had a doe killed and took the proofs from it. I tied your wife's child onto her back and told her to go out into the wide world, and she had to promise never to come back here, because you were so angry with her."""		
A1842	He neither ate nor drank during the entire time, but God kept him alive		
A1843	"Finally he came to a great forest, where he found a little house with a sign containing the words, "" Here anyone can live free."""		
A1844	"He answered, ""I have been traveling about for nearly seven years looking for my wife and her child, but I cannot find them."""		
A1845	The angel offered him something to eat and drink, but he did not take it, wanting only to rest a little		
A1847	"""Mother, dear, how can I cover my father's face? I have no father in this world. I have learned to pray, 'Our father which art in heaven,' and you have said that my father is in heaven, and that he is our dear God. How can I know such a wild man? He is not my father."""		
A1850	"The angel went into the other room, brought back the silver hands, and showed them to him. Now he saw for sure that it was his dear wife and his dear child, and he kissed them, and rejoiced, and said, ""A heavy stone has fallen from my heart."""		
A1852	they went back home to his old mother. There was great joy everywhere, and the king and the queen conducted their wedding ceremony once again, and they lived happily until their blessed end		
A1853	He took her home with him to his royal castle, and because she was so beautiful and pure he loved her with all his heart, had silver hands made for her, and took her as his wife		
A1855	The king finally came back home from the battlefield, and the first thing he wanted to do was to see his wife and their child		
A1856	"Then the king said, ""I will go as far as the sky is blue, and will neither eat nor drink until I have found my dear wife and my child again, provided that in the meantime they have not died or perished from hunger."""		
A1858	All at once all the chests and boxes are full, and no one brought it here, and I don't know where it came from.		
A1859	"""How did you know that I am a queen?"""		
A1860	"She said, ""I am your wife, and this is your son Filled-with-Grief."""		
A1862	This frightened the father, and he promised to obey him		
A1863	"""My child, if I do not chop off both of your hands, then the devil will take me away, and in my fear I have promised him to do this"		
A1867	by the light of the moon she saw that inside there were trees full of beautiful fruit		
A1869	She saw a fruit tree with beautiful pears, but they had all been counted		
A1870	She stepped up to the tree and ate from it with her mouth, enough to satisfy her hunger, but no more		
A1880	"The angel said to her, ""Go into the next room with your child. Your husband has come."""		
A1881	"The angel said to her, ""Go into the next room with your child. Your husband has come."" She went to where he was lying"		
A1890	He who says A must also say B, and because he had given in the first time, he had to do so the second time as well		
A1891	"But he comforted his little sister and said, ""Don't cry, Gretel. Sleep well. God will help us."""		
A1893	When it was midday Gretel shared her bread with Hansel		
A1897	In every corner were chests of pearls and precious stones		
A1898	"The duckling came up to them, and Hansel climbed onto it, then asked his little sister to sit down next to him.  ""No,"" answered Gretel. ""That would be too heavy for the duckling. It should take us across one at a time."""		
A1899	Gretel shook out her apron, scattering pearls and precious stones around the room, and Hansel added to them by throwing one handful after the other from his pockets		
A1901	"""Wait a little until the moon comes up, and then we'll find the way."""		
A1904	"""But now we must leave,"" said Hansel, ""and get out of these witch-woods."""		
A1907	I know what to do		
A1908	they have a sense of smell like animals, and know when humans are approaching		
A1910	"""We cannot get across,"" said Hansel. ""I cannot see a walkway or a bridge."" ""There are no boats here,"" answered Gretel, ""but there is a white duck swimming. If I ask it, it will help us across."""		
A1912	Gretel put the bread under her apron, because Hansel's pockets were full of stones		
A1913	as soon as the adults had fallen asleep, he got up, pulled on his jacket, opened the lower door, and crept outside. The moon was shining brightly, and the white pebbles in front of the house were glistening like silver coins. Hansel bent over and filled his jacket pockets with them, as many as would fit		
A1914	"""Don't worry, Gretel. Sleep well. God will not forsake us."" Then he went back to bed"		
A1916	Then all together they set forth into the woods		
A1922	"Hansel comforted her, ""Wait a little until the moon comes up, and then we'll find the way."""		
A1923	After the full moon had come up, Hansel took his little sister by the hand. They followed the pebbles that glistened there like newly minted coins, showing them the way. They walked throughout the entire night, and as morning was breaking, they arrived at the father's house		
A1925	On the way to the woods, Hansel crumbled his piece in his pocket, then often stood still, and threw crumbs onto the ground		
A1928	"""Wait, when the moon comes up I will be able to see the crumbs of bread that I scattered, and they will show us the way back home."""		
A1932	Witches have red eyes and cannot see very far		
A1933	Witches have red eyes and cannot see very far, but they have a sense of smell like animals, and know when humans are approaching		
A1934	Because they now had nothing to fear, they went into the witch's house		
A1940	"The good servant, who understood little about money, put his wealth into his pocket, and thought, ""Ah, now that I have a full purse, why should I worry and continue to plague myself with hard work?"" So he set forth, uphill and down, singing and jumping for joy"		
A1942	"""Listen,"" said the dwarf, ""I am a poor and needy man. Give me your three hellers. I can no longer work, but you are young and can easily earn your bread."""		
A1943	"""Listen,"" said the dwarf, ""I am a poor and needy man. Give me your three hellers. I can no longer work, but you are young and can easily earn your bread."" Now because the servant had a good heart and felt pity for the dwarf, he gave him his three hellers, saying, ""In God's name, I won't miss them."" Then the dwarf said, ""Because I see that you have a good heart I will grant you three wishes, one for each heller. They shall all be fulfilled."""		
A1946	"""Judge, sir,"" he said"		
A1947	The judge asked		
A1948	"""God forbid,"" said the Jew. ""He didn't have a naked dagger, but rather a blowpipe hanging from his back, and a fiddle from his neck. The scoundrel can easily be recognized."""		
A1949	The judge sent his people out after him. They found the good servant, who had been walking along quite slowly. And they found the purse with the money on him as well		
A1950	"When he was brought before the judge he said, ""I did not touch the Jew, nor take his money"		
A1951	He offered it to me freely		
A1952	"""God forbid!"" cried the Jew. ""He is reaching for lies like flies on the wall."""		
A1953	"The judge did not believe his story, and said, ""That is a poor excuse. No Jew would do that."""		
A1957	he ran into the town to the judge		
A1958	"""Yes,"" said the judge, ""if you do not ask for your life."""		
A1959	"The servant walked quietly up the ladder with the hangman, but on the last rung he turned around and said to the judge, ""Grant me just one request before I die."" ""Yes,"" said the judge, ""if you do not ask for your life."""		
A1960	"But the judge said, ""Why should I not grant him this short pleasure? It has been promised to him, and he shall have it."""		
A1962	the judge, the clerks, and the court officials		
A1963	The hangman released the good servant and made ready to dance		
A1964	The judge and the Jew were out in front and were the best at jumping		
A1965	Soon everyone who had gathered in the marketplace out of curiosity was dancing with them, old and young, fat and thin, all together with each other. Even the dogs that had run along with the crowd stood up on their hind legs and hopped along as well		
A1966	the judge, quite out of breath, shouted		
A1969	"He went up to the Jew, who was lying upon the ground gasping for air, and said, ""You rogue, now confess where you got the money, or I will take my fiddle off my neck and begin to play again."""		
A1970	With that the judge had the Jew led to the gallows and hanged as a thief		
A1972	At the second stroke they all lifted their legs		
A1973	At the third stroke everyone jumped up and began to dance		
A1974	The longer he played, the higher the dancers jumped		
A1982	"""Grant me just one request before I die."" ""Yes,"" said the judge, ""if you do not ask for your life."""		
A1985	As he played the first stroke, they all began to quiver and shake		
A1995	And the Evil One filled her mind with this until she grew very angry with the little boy, and she pushed him from one corner to the other and slapped him here and cuffed him there, until the poor child was always afraid, for when he came home from school there was nowhere he could find any peace		
A1997	"This made the woman angry, but she said, ""Yes, when he comes home from school."""		
A1998	"""Mother,"" said the little daughter, ""is brother not to have one too?"" This made the woman angry, but she said, ""Yes, when he comes home from school."""		
A1999	"Then the little boy came in the door, and the Evil One made her say to him kindly, ""My son, do you want an apple?"""		
A2005	"""Marlene,"" said the mother, ""what have you done? Be quiet and don't let anyone know about it. It cannot be helped now. We will cook him into stew."""		
A2011	My mother, she killed me, My father, he ate me, My sister Marlene, Gathered all my bones, Tied them in a silken scarf, Laid them beneath the juniper tree, Tweet, tweet, what a beautiful bird am I		
A2014	and they all came out into the street and looked at the bird and saw how beautiful he was, and what fine red and green feathers he had, and how his neck was like pure gold, and how his eyes shone like stars in his head		
A2018	In the mill sat twenty miller's apprentices cutting a stone, and chiseling chip-chop, chip-chop, chip-chop. And the mill went clickety-clack, clickety-clack, clickety-clack		
A2021	My father, he ate me		
A2022	Gathered all my bones, Tied them in a silken scarf		
A2025	"""Yes,"" he said, ""if it belonged only to me, you should have it."" ""Yes,"" said the others, ""if he sings again he can have it."""		
A2031	Gathered all my bones, Tied them in a silken scarf, Laid them beneath the juniper tree, Tweet, tweet, what a beautiful bird am I		
A2034	My father, he ate me, Then the woman fell down as if she were dead		
A2037	And as she went out the door, crash! the bird threw the millstone on her head, and it crushed her to death		
A2038	when that was over, the little brother was standing there, and he took his father and Marlene by the hand, and all three were very happy, and they went into the house, sat down at the table, and ate		
A2042	Be quiet and don't let anyone know about it		
A2045	He invited not only his relatives, friends, and acquaintances, but also the wise women so that they would be kindly disposed toward the child		
A2048	the wise women presented the child with their magic gifts. The one gave her virtue, the second one beauty, the third one wealth, and so on with everything that one could wish for on earth		
A2055	When he touched her with the kiss Little Brier-Rose opened her eyes, awoke, and looked at him kindly		
A2056	They went downstairs together		
A2061	Because it suited her so well, and she wanted to wear it all the time, she came to be known as Little Red Cap		
A2062	"One day her mother said to her, ""Come Little Red Cap. Here is a piece of cake and a bottle of wine. Take them to your grandmother. She is sick and weak, and they will do her well. Mind your manners and give her my greetings. Behave yourself on the way, and do not leave the path, or you might fall down and break the glass, and then there will be nothing for your grandmother. And when you enter her parlor, don't forget to say 'Good morning,' and don't peer into all the corners first."" ""I'll do everything just right,"" said Little Red Cap, shaking her mother's hand"		
A2063	She did not know what a wicked animal he was, and was not afraid of him		
A2064	"""Her house is good quarter hour from here in the woods, under the three large oak trees. There's a hedge of hazel bushes there. You must know the place,"" said Little Red Cap"		
A2066	But the wolf ran straight to the grandmother's house and knocked on the door		
A2071	"""Oh, grandmother, what big ears you have!"" ""All the better to hear you with."" ""Oh, grandmother, what big eyes you have!"" ""All the better to see you with."" ""Oh, grandmother, what big hands you have!"" ""All the better to grab you with!"" ""Oh, grandmother, what a horribly big mouth you have!"" ""All the better to eat you with!"""		
A2072	He was about to aim his rifle when it occurred to him that the wolf might have eaten the grandmother, and that she still might be rescued. So instead of shooting, he took a pair of scissors and began to cut open the wolf's belly		
A2074	Then Little Red Cap fetched some large stones. She filled the wolf's body with them, and when he woke up and tried to run away, the stones were so heavy that he immediately fell down dead. The three of them were happy		
A2075	He stepped into the parlor, and when he approached the bed, he saw the wolf lying there		
A2076	They also tell how Little Red Cap was taking some baked things to her grandmother another time, when another wolf spoke to her and wanted her to leave the path. But Little Red Cap took care and went straight to grandmother's		
A2078	"""Come,"" said the grandmother. ""Let's lock the door, so he can't get in."""		
A2080	"But the grandmother saw what he was up to. There was a large stone trough in front of the house. ""Fetch a bucket, Little Red Cap,"" she said to the child. ""Yesterday I cooked some sausage. Carry the water that I boiled them with to the trough."" Little Red Cap carried water until the large, large trough was clear full. The smell of sausage arose into the wolf's nose. He sniffed and looked down, stretching his neck so long that he could no longer hold himself, and he began to slide. He slid off the roof, fell into the trough, and drowned"		
A2082	"""Fetch a bucket, Little Red Cap,"" she said to the child. ""Yesterday I cooked some sausage. Carry the water that I boiled them with to the trough."" Little Red Cap carried water until the large, large trough was clear full. The smell of sausage arose into the wolf's nose. He sniffed and looked down, stretching his neck so long that he could no longer hold himself, and he began to slide. He slid off the roof, fell into the trough, and drowned"		
A2083	They remained silent, and did not open the door		
A2084	Everyone who saw her liked her, but most of all her grandmother, who did not know what to give the child next		
A2085	she came to be known as Little Red Cap		
A2089	Then she was satisfied, for she knew that the mirror spoke the truth		
A2090	she knew that the mirror spoke the truth		
A2091	it is true		
A2092	she had no peace day and night		
A2093	Because she was so beautiful the huntsman took pity on her		
A2096	Then she began to run. She ran over sharp stones and through thorns, and wild animals jumped at her, but they did her no harm. She ran as far as her feet could carry her, and just as evening was about to fall she saw a little house and went inside in order to rest		
A2101	The seventh dwarf had to sleep with his companions, one hour with each one		
A2102	they did not wake her up, but let her continue to sleep there in the bed		
A2104	there were seven little beds, all standing in a row and covered with snow-white sheets		
A2105	Snow-White ate a few vegetables and a little bread from each little plate, and from each mug she drank a drop of wine		
A2106	"""If you will keep house for us, and cook, make beds, wash, sew, and knit, and keep everything clean and orderly, then you can stay with us, and you shall have everything that you want."""		
A2109	she knew that the mirror did not lie		
A2112	"Knocking on the door she called out, ""Beautiful wares for sale, for sale!"" Snow-White peered out the window and said, ""Good day, dear woman, what do you have for sale?"""		
A2113	"""I can let that honest woman in,"" thought Snow-White, then unbolted the door and bought the pretty bodice lace"		
A2116	all her blood ran to her heart because she knew that Snow-White had come back to life		
A2120	"After they had agreed on the purchase, the old woman said, ""Now let me comb your hair properly."""		
A2127	Now the apple had been so artfully made that only the red half was poisoned		
A2130	"""If you will keep house for us, and cook, make beds, wash, sew, and knit, and keep everything clean and orderly, then you can stay with us, and you shall have everything that you want."" ""Yes,"" said Snow-White, ""with all my heart."""		
A2135	They laid her on a bier, and all seven sat next to her and mourned for her and cried for three days		
A2136	They lifted her up and looked for something poisonous. They undid her laces. They combed her hair. They washed her with water and wine. But nothing helped. The dear child was dead, and she remained dead. They laid her on a bier, and all seven sat next to her and mourned for her and cried for three days. They were going to bury her, but she still looked as fresh as a living person, and still had her beautiful red cheeks		
A2137	"They said, ""We cannot bury her in the black earth,"""		
A2138	"They said, ""We cannot bury her in the black earth,"		
A2140	Then they put the coffin outside on a mountain, and one of them always stayed with it and watched over her		
A2141	The animals too came and mourned for Snow-white, first an owl, then a raven, and finally a dove		
A2142	Then they put a pair of iron shoes into burning coals. They were brought forth with tongs and placed before her. She was forced to step into the red-hot shoes and dance until she fell down dead		
A2143	I Do here most humbly lay this small Present at Your Majesties Royal feet		
A2145	the greatness of your Mercy and your Knowledge		
A2147	you will not esteem the least work of Nature, or Art, unworthy your Observation		
A2153	I could not but think my self oblig’d, in consideration of those many Ingagements you have laid upon me, to offer these my poor Labours to this MOST ILLUSTRIOUS ASSEMBLY.		
A2156	grounded and confirm’d by Experiments		
A2162	able to behold the works of Nature		
A2165	By the addition of such artificial Instruments and methods, there may be, in some manner, a reparation made for the mischiefs, and imperfection, mankind has drawn upon it self		
A2166	a reparation made for the mischiefs, and imperfection, mankind has drawn upon it self		
A2169	upon the evidence, the strength, the integrity, and the right correspondence of all these, all the light, by which our actions are to be guided is to be renewed, and all our command over things is to be establisht.		
A2170	It is therefore most worthy of our consideration, to recollect their several defects, that so we may the better understand how to supply them, and by what assistances we may inlarge their power, and secure them in performing their particular duties.		
A2176	rrors of the understanding are answerable to the two other, being defective both in the quantity and goodness of its knowledge		
A2177	not having a full sensation of the Object, we must be very lame and imperfect in our conceptions about it		
A2179	some they incline to gross ignorance and stupidity		
A2185	These being the dangers in the process of humane Reason		
A2186	he remedies of them all can only proceed from the real, the mechanical, the experimental Philosophy		
A2188	this intends the right ordering of them all, and the making them serviceable to each other.		
A2189	The first thing to be undertaken in this weighty work, is a watchfulness over the failings and an inlargement of the dominion, of the Senses.		
A2191	there should be a scrupulous choice, and a strict examination, of the reality, constancy, and certainty of the Particulars that we admit		
A2192	This is the first rise whereon truth is to begin		
A2193	The next care to be taken, in respect of the Senses, is a supplying of their infirmities with Instruments,		
A2194	as it were, the adding of artificial Organs to the natural; this in one of them has been of late years accomplisht with prodigious benefit to all sorts of useful knowledge,		
A2195	By this means the Heavens are open’d, and a vast number of new Stars, and new Motions, and new Productions appear in them, to which all the antient Astronomers were utterly Strangers.		
A2196	by these helps the subtilty of the composition of Bodies, the structure of their parts, the various texture of their matter, the instruments and manner of their inward motions, and all the other possible appearances of things, may come to be more fully discovered		
A2197	by these helps		
A2199	Operative, and the Mechanick Knowledge, to which this Age seems so much inclined,		
A2205	depth of Contemplation		
A2207	sincere Hand		
A2210	in this present condition of knowledge		
A2211	only with resolution, and integrity,		
A2212	plain intentions of imploying his Senses aright		
A2213	may venture to compare the reality and the usefulness of his services, towards the true Philosophy		
A2216	It is now high time that it should return to the plainness and soundness of Observations on material and obvious things		
A2219	returning into the same sensible paths, in which it did at first proceed		
A2222	I am so far from that, that I desire him, not absolutely to rely upon these Observations of my eyes, if he finds them contradicted by the future Ocular Experiments of sober and impartial Discoverers		
A2223	if he finds them contradicted by the future Ocular Experiments of sober and impartial Discoverers		
A2224	I have obtained my end, if these my small Labours shall be thought fit to take up some place in the large stock of natural Observations, which so many hands are busie in providing		
A2225	If I have contributed the meanest foundations whereon others may raise nobler Superstructures, I am abundantly satisfied; and all my ambition is, that I may serve to the great Philosophers of this Age, as the makers and the grinders of my Glasses did to me; that I may prepare and furnish them with some Materials, which they may afterwards order and manage with better skill, and to far greater advantage		
A2226	As for my part, I have obtained my end, if these my small Labours shall be thought fit to take up some place in the large stock of natural Observations, which so many hands are busie in providing. If I have contributed the meanest foundations whereon others may raise nobler Superstructures, I am abundantly satisfied; and all my ambition is, that I may serve to the great Philosophers of this Age, as the makers and the grinders of my Glasses did to me; that I may prepare and furnish them with some Materials, which they may afterwards order and manage with better skill, and to far greater advantage		
A2227	to take such care that the Judgment and the Reason of Man		
A2230	The Imperfections, which I have already mention’d, to which it is lyable, do either belong to the extent, or the goodness of its knowledge		
A2233	No Intelligence from Men of all Professions, and quarters of the World, to be slighted, and yet all to be so severely examin’d, that there remain no room for doubt or instability		
A2234	much rigour in admitting, much strictness in comparing, and above all, much slowness in debating, and shyness in determining, is to be practised		
A2235	all to be so severely examin’d, that there remain no room for doubt or instability		
A2236	rigour in admitting		
A2237	strictness in comparing		
A2238	slowness in debating, and shyness in determining,		
A2239	slowness in debating		
A2244	it is to begin with the Hands and Eyes		
A2245	to be continued by the Reason		
A2246	to come about to the Hands and Eyes again		
A2247	by a continual passage round from one Faculty to another, it is to be maintained in life and strength, as much as the body of man is by the circulation of the blood through the several parts of the body, the Arms, the Feet, the Lungs, the Heart, and the Head		
A2248	the links, upon which the true Philosophy depends, of which, if any one be loose, or weak, the whole chain is in danger of being dissolv’d; it is to begin with the Hands and Eyes, and to proceed on through the Memory, to be continued by the Reason; nor is it to stop there, but to come about to the Hands and Eyes again, and so, by a continual passage round from one Faculty to another, it is to be maintained in life and strength, as much as the body of man is by the circulation of the blood through the several parts of the body, the Arms, the Feet, the Lungs, the Heart, and the Head		
A2249	If once this method were followed with diligence and attention, there is nothing that lyes within the power of human Wit (or which is far more effectual) of human Industry, which we might not compass		
A2251	Inventions to equalize those of Copernicus, Galileo, Gilbert, Harvy, and of others, whose Names are almost lost, that were the Inventors of Gun-powder, the Seamans Compass, Printing, Etching, Graving, Microscopes		
A2253	give place to solid Histories		
A2254	give place to solid Histories, Experiments		
A2255	not only by beholding and contemplating, but by tasting too those fruits of Natural knowledge, that were never yet forbidden		
A2257	The Indeavours of Skilful men have been most conversant about the assistance of the Eye		
A2258	that there is a way open’d for advancing the operations, not only of all the other Senses, but even of the Eye it self		
A2259	that which has been already done ought not to content us, but rather to incourage us to proceed further, and to attempt greater things in the same and different wayes		
A2260	Tis not unlikely, but that there may be yet invented several other helps for the eye, at much exceeding those already found, as those do the bare eye, such as by which we may perhaps be able to discover living Creatures in the Moon, or other Planets, the figures of the compounding Particles of matter, and the particular Schematisms and Textures of Bodies		
A2261	tis not improbable, but that there may be found many Mechanical Inventions to improve our other Senses, of hearing, smelling, tasting, touching		
A2262	there may be found many Mechanical Inventions		
A2264	I can assure the Reader, that I have, by the help of a distended wire, propagated the sound to a very considerable distance in an instant		
A2266	diligence, attention,		
A2267	many mechanical contrivances,		
A2268	something of this kind I am able to discover, by an Instrument I contriv’d to shew all the minute variations in the pressure of the Air		
A2269	who knows, but that the Industry of man, following this method, may find out wayes of improving this sense to as great a degree of perfection at it is in any Animal, and perhaps yet higher.		
