Argument ID	Self-direction: thought	Self-direction: action	Stimulation	Hedonism	Achievement	Power: dominance	Power: resources	Face	Security: personal	Security: societal	Tradition	Conformity: rules	Conformity: interpersonal	Humility	Benevolence: caring	Benevolence: dependability	Universalism: concern	Universalism: nature	Universalism: tolerance	Universalism: objectivity
A1559	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A1560	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A1561	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A1562	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A1563	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A1564	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A1565	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A1566	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A1567	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A1568	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
A1569	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
A1570	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A1571	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A1572	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A1573	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A1574	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A1575	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A1576	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A1577	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
A1578	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A1579	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A1580	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A1581	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A1582	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A1583	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
A1584	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
A1585	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A1586	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
A1587	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
A1588	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A1589	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
A1590	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
A1591	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
A1592	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
A1593	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A1594	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
A1595	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A1596	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A1597	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A1598	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A1599	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A1600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A1601	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A1602	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A1603	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A1604	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A1605	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
A1606	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
A1607	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
A1608	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A1609	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A1610	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
A1611	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A1612	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
A1613	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
A1614	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
A1615	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A1616	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
A1617	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
A1618	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A1619	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A1620	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A1621	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A1622	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A1623	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
A1624	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A1625	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A1626	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
A1627	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
A1628	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A1629	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A1630	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A1631	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A1632	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A1633	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A1634	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
A1635	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
A1636	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
A1637	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
A1638	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
A1639	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A1640	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A1641	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A1642	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
A1643	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
A1644	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
A1645	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A1646	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A1647	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A1648	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A1649	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A1650	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A1651	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A1652	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A1653	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A1654	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
A1655	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
A1656	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A1657	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A1658	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
A1659	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A1660	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A1661	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
A1662	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A1663	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
A1664	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A1665	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A1666	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A1667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A1668	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A1669	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
A1670	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A1671	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
A1672	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A1673	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
A1674	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A1675	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0
A1676	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A1677	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A1678	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
A1679	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A1680	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A1681	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A1682	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
A1683	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A1684	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A1685	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A1686	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A1687	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A1688	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A1689	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
A1690	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
A1691	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A1692	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A1693	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A1694	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A1695	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A1696	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A1697	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A1698	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A1699	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A1700	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A1701	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A1702	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A1703	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A1704	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A1705	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A1706	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A1707	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
A1708	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
A1709	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A1710	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A1711	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A1712	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
A1713	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A1714	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A1715	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A1716	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A1717	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A1718	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A1719	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A1720	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
A1721	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
A1722	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A1723	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A1724	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A1725	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A1726	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
A1727	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
A1728	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
A1729	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A1730	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A1731	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A1732	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
A1733	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A1734	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0
A1735	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
A1736	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A1737	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A1738	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
A1739	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A1740	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
A1741	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A1742	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A1743	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A1744	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
A1745	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A1746	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A1747	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A1748	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A1749	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A1750	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A1751	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A1752	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A1753	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A1754	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A1755	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A1756	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A1757	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
A1758	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A1759	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A1760	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A1761	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
A1762	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
A1763	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A1764	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
A1765	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A1766	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A1767	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A1768	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A1769	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A1770	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A1771	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
A1772	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
A1773	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A1774	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A1775	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A1776	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A1777	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
A1778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A1779	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A1780	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A1781	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A1782	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A1783	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A1784	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A1785	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A1786	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
A1787	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A1788	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A1789	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
A1790	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
A1791	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A1792	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
A1793	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A1794	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A1795	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A1796	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
A1797	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A1798	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
A1799	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A1800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
A1801	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
A1802	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A1803	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A1804	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A1805	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A1806	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A1807	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
A1808	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
A1809	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A1810	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
A1811	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A1812	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
A1813	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
A1814	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
A1815	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A1816	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A1817	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A1818	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A1819	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A1820	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
A1821	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
A1822	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A1823	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
A1824	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A1825	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
A1826	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A1827	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A1828	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A1829	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A1830	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A1831	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
A1832	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
A1833	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A1834	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
A1835	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
A1836	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A1837	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A1838	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
A1839	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A1840	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
A1841	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A1842	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
A1843	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
A1844	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A1845	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
A1846	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A1847	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A1848	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A1849	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A1850	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A1851	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A1852	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
A1853	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
A1854	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A1855	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
A1856	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
A1857	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A1858	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A1859	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A1860	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A1861	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A1862	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
A1863	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
A1864	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A1865	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A1866	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A1867	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
A1868	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A1869	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
A1870	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
A1871	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A1872	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
