Argument ID	Conclusion	Stance	Premise
A1573	"""It shall not be her death. The princess will only fall into a hundred-year deep sleep."""		
A1574	"but only to soften it, she said, ""It shall not be her death. The princess will only fall into a hundred-year deep sleep."		
A1575	the princess's fifteenth year she shall prick herself with a spindle and fall over dead.		
A1576	The king, wanting to rescue his dear child, issued an order that all spindles in the entire kingdom should be burned.		
A1577	The wise women's gifts were all fulfilled on the girl, for she was so beautiful, well behaved, friendly, and intelligent that everyone who saw her had to love her.		
A1578	"""What is that thing that is so merrily bouncing about?"" asked the girl, taking hold of the spindle, for she too wanted to spin."		
A1579	when the magic curse was fulfilled, and she pricked herself in the finger.		
A1580	There she lay and was so beautiful that he could not take his eyes off her.		
A1581	He bent over and gave her a kiss. When he touched her with the kiss Little Brier-Rose opened her eyes, awoke, and looked at him kindly.		
A1582	And then the prince's marriage to Little Brier-Rose was celebrated with great splendor, and they lived happily until they died.		
A1583	there was a sweet little girl.		
A1584	Once she gave her a little cap made of red velvet.		
A1585	"""Come Little Red Cap. Here is a piece of cake and a bottle of wine. Take them to your grandmother. She is sick and weak, and they will do her well. Mind your manners and give her my greetings. Behave yourself on the way, and do not leave the path, or you might fall down and break the glass, and then there will be nothing for your grandmother. And when you enter her parlor, don't forget to say 'Good morning,' and don't peer into all the corners first"		
A1586	Take them to your grandmother. She is sick and weak, and they will do her well.		
A1587	She is sick and weak, and they will do her we		
A1588	ind your manners and give her my greetings. Behave yourself on the way, and do not leave the path, or you might fall down and break the glass, and then there will be nothing for your grandmother. And when you enter her parlor, don't forget to say 'Good morning,' and don't peer into all the corners first		
A1589	She did not know what a wicked animal he was,		
A1590	"""Grandmother is sick and weak, and I am taking her some cake and wine. We baked yesterday, and they should be good for her and give her strength."""		
A1591	"We baked yesterday, and they should be good for her and give her strength."""		
A1592	"""Now that sweet young thing is a tasty bite for me."		
A1593	"""Now that sweet young thing is a tasty bite for me. She will taste even better than the old woman. You must be sly, and you can catch them both."""		
A1594	f a take a fresh bouquet to grandmother, she will be very pleased. Anyway, it is still early, and I'll be home on time		
A1595	Each time she picked one she thought that she could see an even more beautiful one a little way off, and she ran after it, going further and further into the woods.		
A1596	"""Little Red Cap. I'm bringing you some cake and wine. Open the door."""		
A1597	Then he put on her clothes, put her cap on his head, got into her bed, and pulled the curtains shut.		
A1598	Then he put on her clothes, put her cap on his head, got into her bed,		
A1599	Grandmother was lying there with her cap pulled down over her face and looking very strange.		
A1600	"""All the better to hear you with."""		
A1601	"""All the better to see you with."""		
A1602	"""All the better to grab you with!"""		
A1603	"""All the better to eat you with!"""		
A1604	The wolf had scarcely finished speaking when he jumped from the bed with a single leap and ate up poor Little Red Cap		
A1605	"A huntsman was just passing by. He thought, ""The old woman is snoring so loudly. You had better see if something is wrong with her."""		
A1606	"""The old woman is snoring so loudly. You had better see if something is wrong with her."""		
A1607	"He stepped into the parlor, and when he approached the bed, he saw the wolf lying there. ""So here I find you, you old sinner,"" he said. ""I have been hunting for you a long time."""		
A1608	He was about to aim his rifle when it occurred to him that the wolf might have eaten the grandmother, and that she still might be rescued. So instead of shooting, he took a pair of scissors and began to cut open the wolf's belly.		
A1609	Then Little Red Cap fetched some large stones. She filled the wolf's body with them, and when he woke up and tried to run away, the stones were so heavy that he immediately fell down dead.		
A1610	The huntsman skinned the wolf and went home with the pelt.		
A1611	"""As long as I live, I will never leave the path and run off into the woods by myself if mother tells me not to."""		
A1612	They also tell how Little Red Cap was taking some baked things to her grandmother another time,		
A1613	Little Red Cap was taking some baked things to her grandmother another time,		
A1614	was taking some baked things to her grandmother another time		
A1615	"Soon afterward the wolf knocked on the door and called out, ""Open up, grandmother. It's Little Red Cap, and I'm bringing you some baked things."""		
A1616	"""Let's lock the door, so he can't get in."""		
A1617	"""Fetch a bucket, Little Red Cap,"" she said to the child. ""Yesterday I cooked some sausage. Carry the water that I boiled them with to the trough."""		
A1618	ittle Red Cap carried water until the large, large trough was clear full. The smell of sausage arose into the wolf's nose. He sniffed and looked down, stretching his neck so long that he could no longer hold himself, and he began to slide. He slid off the roof, fell into the trough, and drowned		
A1619	A year later the king took himself another wife.		
A1620	Then she was satisfied, for she knew that the mirror spoke the truth.		
A1621	"Then she summoned a huntsman and said to him, ""Take Snow-White out into the woods. I never want to see her again. Kill her, and as proof that she is dead bring her lungs and her liver back to me."""		
A1622	The huntsman obeyed		
A1623	The huntsman obeyed and took Snow-White into the woods		
A1624	He took out his hunting knife and was about to stab it into her innocent heart		
A1625	"""Oh, dear huntsman, let me live. I will run into the wild woods and never come back."""		
A1626	"Because she was so beautiful the huntsman took pity on her, and he said, ""Run away, you poor child."""		
A1627	but still it was as if a stone had fallen from his heart, for he would not have to kill her.		
A1628	for he would not have to kill her.		
A1629	still it was as if a stone had fallen from his heart, for he would not have to kill her.		
A1630	Just then a young boar came running by. He killed it, cut out its lungs and liver, and took them back to the queen as proof of Snow-White's death		
A1631	He killed it, cut out its lungs and liver, and took them back to the queen as proof of Snow-White's death		
A1632	the wicked woman ate them, supposing that she had eaten Snow-White's lungs and liver.		
A1633	supposing that she had eaten Snow-White's lungs and liver.		
A1634	and wild animals jumped at her, but they did her no harm		
A1635	They were so happy, that they did not wake her up, but let her continue to sleep there in the bed.		
A1636	but let her continue to sleep there in the bed.		
A1637	let her continue to sleep there in the bed		
A1638	"But they were friendly and asked, ""What is your name?"""		
A1639	Then she told them that her stepmother had tried to kill her, that the huntsman had spared her life		
A1640	her stepmother had tried to kill her, that the huntsman had spared her life		
A1641	she told them that her stepmother had tried to kill her, that the huntsman had spared her life		
A1642	had spared her life		
A1643	"""Yes,"" said Snow-White, ""with all my heart."""		
A1644	"""Yes,"" said Snow-White,"		
A1645	"aid Snow-White, ""with all my heart."		
A1646	Now the queen, believing that she had eaten Snow-White's lungs and liver,		
A1647	You, my queen, are fair; it is true.		
A1648	This startled the queen, for she knew that the mirror did not lie,		
A1649	she realized that the huntsman had deceived her, and that Snow-White was still alive		
A1650	how she could kill Snow-White, for as long as long as she was not the most beautiful woman in the entire land her envy would give her no rest.		
A1651	The queen took fright and turned yellow and green with envy. From that hour on whenever she looked at Snow-White her heart turned over inside her body, so great was her hatred for the girl.		
A1652	Coloring her face, she disguised herself as an old peddler woman, so that no one would recognize her.		
A1653	"""Good day, dear woman, what do you have for sale?"""		
A1654	"""I can let that honest woman in,"" thought Snow-White, then unbolted the door and bought the pretty bodice lace."		
A1655	The unsuspecting Snow-White		
A1656	"""The old peddler woman was no one else but the godless queen"		
A1657	old peddler woman was no one else but the godless queen		
A1658	"Take care and let no one in when we are not with you."""		
A1659	You, my queen, are fair; it is true.  But Snow-White, beyond the mountains  With the seven dwarfs,  Is still a thousand times fairer than you.		
A1660	Then she disguised herself, taking the form of a different old woman.		
A1661	"Snow-White looked out and said, ""Go on your way. I am not allowed to let anyone in."""		
A1662	"""You surely may take a look,"" said the old woman, pulling out the poisoned comb and holding it up. The child liked it so much that she let herself be deceived, and she opened the door."		
A1663	. The child liked it so much that she let herself be deceived, and she opened the door.		
A1664	"""Now let me comb your hair properly."""		
A1665	"""Snow-White shall die,"" she shouted, ""if it costs me my life!"""		
A1666	. From the outside it was beautiful, white with red cheeks, and anyone who saw it would want it. But anyone who might eat a little piece of it would died.		
A1667	she disguised herself as a peasant woman, and thus went across the seven mountains to the seven dwarfs		
A1668	"""I am not allowed to let anyone in. The dwarfs have forbidden me to do so."""		
A1669	Snow-White longed for the beautiful apple, and when she saw that the peasant woman was eating part of it she could no longer resist, and she stuck her hand out and took the poisoned half.		
A1670	You, my queen, are fairest of all.		
A1671	They laid her on a bier, and all seven sat next to her and mourned for her and cried for three days.		
A1672	Snow-White lay there in the coffin a long, long time, and she did not decay, but looked like she was asleep,		
A1673	"Then he said to the dwarfs, ""Let me have the coffin. I will give you anything you want for it."" But the dwarfs answered, ""We will not sell it for all the gold in the world."""		
A1674	"I will honor her and respect her as my most cherished one."""		
A1675	As he thus spoke, the good dwarfs felt pity for him and gave him the coffin		
A1676	"""You are with me."" He told her what had happened, and then said, ""I love you more than anything else in the world. Come with me to my father's castle. You shall become my wife."" Snow-White loved him, and she went with him. Their wedding was planned with great splendor and majesty."		
A1677	You, my queen, are fair; it is true.  But the young queen is a thousand times fairer than you.		
A1678	Then they put a pair of iron shoes into burning coals. They were brought forth with tongs and placed before her. She was forced to step into the red-hot shoes and dance until she fell down dead.		
A1679	"when she felt that her end was drawing near, she called her only daughter to her bedside and said, ""Dear child, remain pious and good, and then our dear God will always protect you, and I will look down on you from heaven and be near you."" With this she closed her eyes and died"		
A1680	They were beautiful, with fair faces, but evil and dark hearts		
A1681	"They took her beautiful clothes away from her, dressed her in an old gray smock, and gave her wooden shoes. ""Just look at the proud princess! How decked out she is!"" they shouted and laughed as they led her into the kitchen"		
A1682	"One day it happened that the father was going to the fair, and he asked his two stepdaughters what he should bring back for them. ""Beautiful dresses,"" said the one. ""Pearls and jewels,"" said the other. ""And you, Cinderella,"" he said, ""what do you want?"" ""Father, break off for me the first twig that brushes against your hat on your way home."""		
A1683	he gave his stepdaughters the things that they had asked for, and he gave Cinderella the twig from the hazel bush		
A1684	she wept so much that her tears fell upon it and watered it. It grew and became a beautiful tree		
A1685	"The good ones go into the pot,  The bad ones go into your crop."""		
A1686	"The girl took the bowl to her stepmother, and was happy, thinking that now she would be allowed to go to the festival with them. But the stepmother said, ""No, Cinderella, you have no clothes, and you don't know how to dance. Everyone would only laugh at you."""		
A1687	"then the stepmother said, ""You may go if you are able to pick two bowls of lentils out of the ashes for me in one hour,"" thinking to herself, ""She will never be able to do that."""		
A1688	"""You tame pigeons, you turtledoves, and all you birds beneath the sky, come and help me to gather"		
A1689	Two white pigeons came in through the kitchen window, and then the turtledoves, and finally all the birds beneath the sky came whirring and swarming in, and lit around the ashes. The pigeons nodded their heads and began to pick, pick, pick, pick. And the others also began to pick, pick, pick, pick. They gathered all the good grains into the bowls. Before a half hour had passed they were finished, and they all flew out again		
A1690	Two white pigeons came in through the kitchen window, and then the turtledoves, and finally all the birds beneath the sky came whirring and swarming in, and lit around the ashes. The pigeons nodded their heads and began to pick, pick, pick, pick. And the others also began to pick, pick, pick, pick. They gathered all the good grains into the bowl. Hardly one hour had passed before they were finished, and they all flew out again		
A1691	"We would be ashamed of you."" With this she turned her back on Cinderella, and hurried away with her two proud daughters"		
A1692	"The girl took the bowls to her stepmother, and was happy, thinking that now she would be allowed to go to the festival with them. But the stepmother said, ""It's no use. You are not coming with us, for you have no clothes, and you don't know how to dance"		
A1693	She quickly put on the dress and went to the festival		
A1694	Her stepsisters and her stepmother did not recognize her. They thought she must be a foreign princess, for she looked so beautiful in the golden dress. They never once thought it was Cinderella, for they thought that she was sitting at home in the dirt, looking for lentils in the ashes		
A1695	"She danced until evening, and then she wanted to go home. But the prince said, ""I will go along and escort you,"" for he wanted to see to whom the beautiful girl belonged. However, she eluded him and jumped into the pigeon coop"		
A1696	Cinderella had quickly jumped down from the back of the pigeon coop and had run to the hazel tree. There she had taken off her beautiful clothes and laid them on the grave, and the bird had taken them away again		
A1697	When evening came she wanted to leave, and the prince followed her, wanting to see into which house she went. But she ran away from him and into the garden behind the house		
A1698	When evening came Cinderella wanted to leave, and the prince tried to escort her, but she ran away from him so quickly that he could not follow her		
A1699	"Then her mother gave her a knife and said, ""Cut off your toe. When you are queen you will no longer have to go on foot."""		
A1700	The girl cut off her toe, forced her foot into the shoe, swallowed the pain, and went out to the prince. He took her on his horse as his bride and rode away with her		
A1701	on the hazel tree, sat the two pigeons, crying out: Rook di goo, rook di goo! There's blood in the shoe. The shoe is too tight, This bride is not right!		
A1702	on the hazel tree, sat the two pigeons, crying out: Rook di goo, rook di goo! There's blood in the shoe. The shoe is too tight, This bride is not right! Then he looked at her foot and saw how the blood was running from it. He turned his horse around and took the false bride home again		
A1703	"her mother gave her a knife, and said, ""Cut a piece off your heel. When you are queen you will no longer have to go on foot."""		
A1704	The girl cut a piece off her heel, forced her foot into the shoe, swallowed the pain, and went out to the prince. He took her on his horse as his bride and rode away with her		
A1705	The girl cut a piece off her heel, forced her foot into the shoe, swallowed the pain, and went out to the prince. He took her on his horse as his bride and rode away with her. When they passed the hazel tree, the two pigeons were sitting in it, and they cried out: Rook di goo, rook di goo! There's blood in the shoe. The shoe is too tight, This bride is not right! He looked down at her foot and saw how the blood was running out of her shoe, and how it had stained her white stocking all red. Then he turned his horse around and took the false bride home again		
A1706	"The prince told him to send her to him, but the mother answered, ""Oh, no, she is much too dirty. She cannot be seen."" But the prince insisted on it, and they had to call Cinderella"		
A1707	Then he looked at her foot and saw how the blood was running from it		
A1708	He looked down at her foot and saw how the blood was running out of her shoe, and how it had stained her white stocking all red		
A1709	"""This is not the right one, either,"" he said. ""Don't you have another daughter?"" ""No,"" said the man. ""There is only a deformed little Cinderella from my first wife, but she cannot possibly be the bride."""		
A1710	"When she stood up the prince looked into her face, and he recognized the beautiful girl who had danced with him. He cried out, ""She is my true bride."""		
A1711	the two white pigeons cried out: Rook di goo, rook di goo! No blood's in the shoe. The shoe's not too tight, This bride is right!		
A1712	After they had cried this out, they both flew down and lit on Cinderella's shoulders, one on the right, the other on the left, and remained sitting there		
A1713	When the wedding with the prince was to be held, the two false sisters came, wanting to gain favor with Cinderella and to share her good fortune. When the bridal couple walked into the church, the older sister walked on their right side and the younger on their left side, and the pigeons pecked out one eye from each of them. Afterwards, as they came out of the church, the older one was on the left side, and the younger one on the right side, and then the pigeons pecked out the other eye from each of them. And thus, for their wickedness and falsehood, they were punished with blindness as long as they lived		
A1714	"""No, Cinderella, you have no clothes, and you don't know how to dance"		
A1715	When she arrived at the festival in this dress, everyone was so astonished that they did not know what to say		
A1716	"""The unknown girl has eluded me"		
A1717	the prince did not know where she had gone		
A1718	then he told him that the unknown girl had jumped into the pigeon coop		
A1719	And thus, for their wickedness and falsehood, they were punished with blindness as long as they lived		
A1720	The girl went out to her mother's grave every day and wept, and she remained pious and good		
A1721	"""Dear child, remain pious and good, and then our dear God will always protect you, and I will look down on you from heaven and be near you."""		
A1722	the man took himself another wife		
A1723	This wife brought two daughters into the house with her		
A1724	"""Why should that stupid goose sit in the parlor with us?"" they said. ""If she wants to eat bread, then she will have to earn it. Out with this kitchen maid!"""		
A1725	There she had to do hard work from morning until evening, get up before daybreak, carry water, make the fires, cook, and wash. Besides this, the sisters did everything imaginable to hurt her. They made fun of her, scattered peas and lentils into the ashes for her, so that she had to sit and pick them out again. In the evening when she had worked herself weary, there was no bed for her. Instead she had to sleep by the hearth in the ashes. And because she always looked dusty and dirty, they called her Cinderella		
A1726	So he bought beautiful dresses, pearls, and jewels for his two stepdaughters. On his way home, as he was riding through a green thicket, a hazel twig brushed against him and knocked off his hat. Then he broke off the twig and took it with him. Arriving home, he gave his stepdaughters the things that they had asked for, and he gave Cinderella the twig from the hazel bush		
A1727	Cinderella thanked him, went to her mother's grave, and planted the branch on it		
A1728	Cinderella went to this tree three times every day, and beneath it she wept and prayed		
A1729	All the beautiful young girls in the land were invited, so that his son could select a bride for himself		
A1730	"The prince approached her, took her by the hand, and danced with her. Furthermore, he would dance with no one else. He never let go of her hand, and whenever anyone else came and asked her to dance, he would say, ""She is my dance partner."""		
A1731	"The old man thought, ""Could it be Cinderella?"" He had them bring him an ax and a pick so that he could break the pigeon coop apart, but no one was inside"		
A1732	He had them bring him an ax and a pick so that he could break the pigeon coop apart, but no one was inside		
A1733	When Cinderella appeared at the festival in this dress, everyone was astonished at her beauty		
A1734	"The prince had waited until she came, then immediately took her by the hand, and danced only with her. When others came and asked her to dance with them, he said, ""She is my dance partner."""		
A1735	"I believe she has climbed up the pear tree. The father thought, ""Could it be Cinderella?"" He had an ax brought to him and cut down the tree, but no one was in it"		
A1736	"The father thought, ""Could it be Cinderella?"" He had an ax brought to him and cut down the tree, but no one was in it"		
A1737	she had jumped down from the other side of the tree, had taken the beautiful dress back to the bird in the hazel tree, and had put on her gray smock		
A1738	"The prince danced only with her, and whenever anyone else asked her to dance, he would say, ""She is my dance partner."""		
A1739	The prince, however, had set a trap. He had had the entire stairway smeared with pitch. When she ran down the stairs, her left slipper stuck in the pitch		
A1740	"""No one shall be my wife except for the one whose foot fits this golden shoe."""		
A1741	He turned his horse around and took the false bride home again, saying that she was not the right one, and that the other sister should try on the shoe		
A1742	"Then he turned his horse around and took the false bride home again.  ""This is not the right one, either,"""		
A1743	"The prince told him to send her to him, but the mother answered, ""Oh, no, she is much too dirty. She cannot be seen."""		
A1744	She sat down on a stool, pulled her foot out of the heavy wooden shoe, and put it into the slipper, and it fitted her perfectly		
A1745	Once upon a time there was a sorcerer who disguised himself as a poor man, went begging from house to house		
A1746	No one knew where he took them, for none of them ever returned		
A1747	he simply touched her, and she was forced to jump into his pack basket		
A1748	when the oldest daughter came out to give him a piece of bread, he simply touched her, and she was forced to jump into his pack basket		
A1749	He appeared to be a poor, weak beggar, and he carried a pack basket on his back, as though he wanted to collect some benevolent offerings in it. He asked for a bit to eat, and when the oldest daughter came out to give him a piece of bread, he simply touched her, and she was forced to jump into his pack basket		
A1750	Here are the house keys. You may go everywhere and look at everything except for the one room that this little key here unlocks		
A1751	He appeared to be a poor, weak beggar, and he carried a pack basket on his back, as though he wanted to collect some benevolent offerings in it		
A1752	He asked for a bit to eat, and when the oldest daughter came out to give him a piece of bread, he simply touched her, and she was forced to jump into his pack basket		
A1753	Everything was splendid in the house, and he gave her everything that she wanted		
A1754	"he said to her, ""I have to go away and leave you alone for a short time"		
A1755	"""I have to go away and leave you alone for a short time. Here are the house keys. You may go everywhere and look at everything except for the one room that this little key here unlocks. I forbid you to go there on the penalty of death."""		
A1756	"He also gave her an egg, saying, ""Take good care of this egg. You should carry it with you at all times, for if you should loose it great misfortune would follow."""		
A1757	She took the keys and the egg, and promised to take good care of everything		
A1758	Finally she came to the forbidden door. She wanted to pass it by, but curiosity gave her no rest		
A1759	"""You went into that chamber against my will,"" he said, ""and now against your will you shall go into it once again. Your life is finished."""		
A1760	"""Now I will go get the second one,"" said the sorcerer, and, again disguised as a poor man, he went to their house begging"		
A1761	The second sister brought him a piece of bread		
A1762	the oldest daughter came out to give him a piece of bread		
A1763	He appeared to be a poor, weak beggar, and he carried a pack basket on his back, as though he wanted to collect some benevolent offerings in it. He asked for a bit to eat, and when the oldest daughter came out to give him a piece of bread		
A1764	he saw from the red stain that she had been in the blood chamber		
A1765	He threw her down, dragged her by her hair into the chamber, cut off her head on the block, then cut her up into pieces, and her blood flowed out onto the floor. Then he threw her into the basin with the others		
A1766	he captured her by merely touching her, and he carried her away		
A1767	She let herself be led astray by her curiosity, opened the blood chamber and looked inside		
A1768	When he returned she paid with her life		
A1769	he went and captured the third sister, but she was clever and sly		
A1770	After he had given her the keys and the egg, and had gone away, she carefully put the egg aside, and then examined the house, entering finally the forbidden chamber		
A1771	In spite of this she proceeded to gather their parts together, placing them back in order: head, body, arms, and legs. Then, when nothing else was missing, the parts began to move		
A1772	"When the man returned home he immediately demanded the keys and the egg, and when he was unable to detect any trace of blood on them, he said, ""You have passed the test. You shall be my bride."""		
A1773	He now had no more power over her and had to do whatever she demanded		
A1774	"You shall be my bride."" He now had no more power over her and had to do whatever she demanded"		
A1775	"""Good,"" she answered, ""but first you must take a basketful of gold to my father and mother. You yourself must carry it there on your back. In the meanwhile I shall make preparations for the wedding."""		
A1776	"Then she ran to her sisters, whom she had hidden in a closet, and said, ""The moment is here when I can rescue you. The evildoer himself shall carry you home"		
A1777	"""The moment is here when I can rescue you. The evildoer himself shall carry you home. As soon as you have arrived at home send help to me."""		
A1778	She put them both into a basket, then covered them entirely with gold, so that nothing could be seen of them		
A1779	"Then she called the sorcerer in and said, ""Now carry this basket away, but you are not to stop and rest underway. Take care, for I shall be watching you through my little window."""		
A1780	He thought that his bride was calling to him, so he got up again		
A1781	"Then he again wanted to sit down, but someone immediately called out, ""I am looking through my little window, and I can see that you are resting. Walk on!"""		
A1782	"He sat down, wanting to rest, but immediately one of the girls in the basket called out, ""I am looking through my little window, and I can see that you are resting. Walk on!"""		
A1783	When everything was ready she dipped herself into a barrel of honey, then cut open the bed and rolled around in it until she looked like a strange bird, and no one would have been able to recognize her		
A1784	Then she walked out of the house		
A1785	Seeing the decorated skull, he thought it was his bride, and he waved a friendly greeting to her		
A1786	the bride's brothers and relatives arrived. They had been sent to rescue her		
A1787	After he and all his guests had gone into the house, the bride's brothers and relatives arrived. They had been sent to rescue her. After closing up all the doors of the house so that no one could escape, they set it afire, and the sorcerer, together with his gang, all burned to death		
A1788	He asked for a bit to eat, and when the oldest daughter came out to give him a piece of bread, he simply touched her, and she was forced to jump into his pack basket. Then he hurried away with powerful strides and carried her to his house, which stood in the middle of a dark forest		
A1789	As soon as he had gone she walked about in the house from top to bottom examining everything		
A1790	She examined the key. It looked like any other one. She put it into the lock and twisted it a little, and then the door sprang open		
A1791	Oh, what she saw! He two dear sisters were lying there in the basin, miserably murdered and chopped to pieces. In spite of this she proceeded to gather their parts together, placing them back in order: head, body, arms, and legs. Then, when nothing else was missing, the parts began to move. They joined together, and the two girls opened their eyes and came back to life. Rejoicing, they kissed and hugged one another		
A1792	Every time that he stopped walking, someone called out, and he had to walk on until, groaning and out of breath, he brought the basket with the gold and the two girls to their parents' house		
A1793	At home the bride was making preparations for the wedding feast, to which she had had the sorcerer's friends invited. Then she took a skull with grinning teeth, adorned it with jewelry and with a wreath of flowers, carried it to the attic window, and let it look out		
A1794	"Underway some of the wedding guests met her, and they asked, ""You, Fitcher's bird, where are you coming from?"" ""I am coming from Fitcher's house."""		
A1795	"""You, Fitcher's bird, where are you coming from?"" ""I am coming from Fitcher's house."		
A1796	"""Why do you torment yourself with chopping wood? I will make you rich if you will promise me that which is standing behind your mill."""		
A1797	"When he arrived home, his wife came up to him and said, ""Miller, tell me, where did all the wealth come from that is suddenly in our house? All at once all the chests and boxes are full, and no one brought it here, and I don't know where it came from."""		
A1798	"All at once all the chests and boxes are full, and no one brought it here, and I don't know where it came from."""		
A1799	"""Oh, husband!"" said the woman, terrified. ""That was the devil. He didn't mean the apple tree, but our daughter, who was just then standing behind the mill sweeping the yard."""		
A1800	The miller's daughter was a beautiful and pious girl, and she lived the three years worshipping God and without sin		
A1801	When the time was up and the day came when the evil one was to get her, she washed herself clean and drew a circle around herself with chalk		
A1802	The devil appeared very early in the morning, but he could not approach her		
A1803	"""Keep water away from her, so she cannot wash herself any more. Otherwise I have no power over her."""		
A1804	The miller was frightened and did what he was told. The next morning the devil returned, but she had wept into her hands, and they were entirely clean		
A1805	"Thus he still could not approach her, and he spoke angrily to the miller, ""Chop off her hands. Otherwise I cannot get to her."" Â The miller was horrified and answered, ""How could I chop off my own child's hands!"""		
A1806	"Â The miller was horrified and answered, ""How could I chop off my own child's hands!"" Then the evil one threatened him, saying, ""If you do not do it, then you will be mine, and I will take you yourself."""		
A1807	"She answered, ""Dear father, do with me what you will. I am your child,"" and with that she stretched forth both hands and let her father chop them off"		
A1808	Compassionate people will give me as much as I need		
A1809	she had her mutilated arms tied to her back, and at sunrise she set forth, walking the entire day until it was night		
A1810	"The miller spoke to her, ""I have gained great wealth through you. I shall take care of you in splendor as long as you live."""		
A1811	inside there were trees full of beautiful fruit. But she could not get inside, for there it was surrounded by water		
A1812	He closed a head gate, so that the moat dried up, and she could walk through		
A1813	Then she kneeled down and, crying out to God the Lord, she prayed. Suddenly an angel appeared		
A1814	She entered the garden, and the angel went with her		
A1815	The gardener saw it happen, but because the angel was standing by her he was afraid and thought that the girl was a spirit		
A1816	She saw a fruit tree with beautiful pears, but they had all been counted. She stepped up to the tree and ate from it with her mouth, enough to satisfy her hunger, but no more		
A1817	"The king who owned this garden came the next morning. He counted the fruit and saw that one of the pears was missing. He asked the gardener what had happened to it. It was not lying under the tree, but had somehow disappeared. The gardener answered, ""Last night a spirit came here. It had no hands and ate one of the pears with its mouth."""		
A1818	"The king said, ""How did the spirit get across the water? And where did it go after it had eaten the pear?"""		
A1819	"The king said, ""If what you said is true, I will keep watch with you tonight."""		
A1820	After it was dark the king entered the garden, bringing a priest with him who was to talk to the spirit		
A1821	After it was dark the king entered the garden, bringing a priest with him who was to talk to the spirit. All three sat down under the tree and kept watch		
A1822	"The priest walked up to them and said, ""Have you come from God, or from the world? Are you a spirit or a human?"" She answered, ""I am not a spirit, but a poor human who has been abandoned by everyone except God."""		
A1823	"She answered, ""I am not a spirit, but a poor human who has been abandoned by everyone except God."""		
A1824	"The king said, ""Even if you have been abandoned by the whole world, I will not abandon you."""		
A1825	She gave birth to a beautiful son. The old mother quickly wrote this in a letter, giving the joyful news to the king		
A1826	He still wanted to harm the pious queen		
A1827	he took the letter, putting in its place one that stated that the queen had brought a changeling into the world		
A1828	The devil came again and placed a different letter in his bag. This letter said that they should kill the queen with her child		
A1829	She could not believe it, and wrote to the king again, but she got back the same answer, because each time the devil substituted a false letter		
A1830	The old mother lamented that such innocent blood was to be shed, and in the night she had a doe killed, cut out its tongue and eyes, and had them put aside		
A1831	"Then she said to the queen, ""I cannot have you killed as the king has ordered, but you can no longer stay here. Go out into the wide world with your child, and never come back."""		
A1832	She came to a great, wild forest where she got onto her knees and prayed to God. Then the angel of the Lord appeared to her and led her to a small house		
A1833	Then the angel of the Lord appeared to her and led her to a small house		
A1834	"On it was a small sign with the words, ""Here anyone can live free."""		
A1835	"Then the angel of the Lord appeared to her and led her to a small house. On it was a small sign with the words, ""Here anyone can live free."""		
A1836	She untied the small boy from her back, held him to her breast so he could drink, and then laid him in a beautiful made-up bed		
A1837	She stayed in this house for seven years, and was well taken care of		
A1838	And through the grace of God and her own piety her chopped-off hands grew back		
A1839	"Then the old mother began to weep, saying, ""You wicked man, why did you write to me that I was to put two innocent souls to death,"" and she showed him the two letters that the evil one had counterfeited. Then she continued to speak, ""I did what you ordered,"" and showed him as proof the eyes and the tongue"		
A1840	"Then she continued to speak, ""I did what you ordered,"" and showed him as proof the eyes and the tongue"		
A1841	"Then the king began to weep even more bitterly for his poor wife and his little son, until the old woman had mercy and said to him, ""Be satisfied that she is still alive. I secretly had a doe killed and took the proofs from it. I tied your wife's child onto her back and told her to go out into the wide world, and she had to promise never to come back here, because you were so angry with her."""		
A1842	He neither ate nor drank during the entire time, but God kept him alive		
A1843	"Finally he came to a great forest, where he found a little house with a sign containing the words, "" Here anyone can live free."""		
A1844	"He answered, ""I have been traveling about for nearly seven years looking for my wife and her child, but I cannot find them."""		
A1845	The angel offered him something to eat and drink, but he did not take it, wanting only to rest a little		
A1846	The angel offered him something to eat and drink		
A1847	"""Mother, dear, how can I cover my father's face? I have no father in this world. I have learned to pray, 'Our father which art in heaven,' and you have said that my father is in heaven, and that he is our dear God. How can I know such a wild man? He is not my father."""		
A1848	"Then she said, ""Filled-with-Grief, pick up the cloth for your father and put it over his face again."" The child picked it up and put it over his face again"		
A1849	"She said, ""I am your wife, and this is your son Filled-with-Grief."" He saw her living hands and said, ""My wife had silver hands."""		
A1850	"The angel went into the other room, brought back the silver hands, and showed them to him. Now he saw for sure that it was his dear wife and his dear child, and he kissed them, and rejoiced, and said, ""A heavy stone has fallen from my heart."""		
A1851	Then the angel of God gave them all something to eat		
A1852	they went back home to his old mother. There was great joy everywhere, and the king and the queen conducted their wedding ceremony once again, and they lived happily until their blessed end		
A1853	He took her home with him to his royal castle, and because she was so beautiful and pure he loved her with all his heart, had silver hands made for her, and took her as his wife		
A1854	Then the devil came to him. He still wanted to harm the pious queen		
A1855	The king finally came back home from the battlefield, and the first thing he wanted to do was to see his wife and their child		
A1856	"Then the king said, ""I will go as far as the sky is blue, and will neither eat nor drink until I have found my dear wife and my child again, provided that in the meantime they have not died or perished from hunger."""		
A1857	Then the king traveled about for nearly seven years, searching in all the stone cliffs and caves, but he did not find her, and he thought that she had perished		
