Argument ID	Conclusion	Stance	Premise
A18342	We should ban missionary work	in favor of	Sometimes, missionary workers condition the receipt of aid on a community's willingness to accept or be taught the Christian religion.
A18344	We should ban the Church of Scientology	against	this country was founded by the freedom of religion, so people should have the right to follow any church they want.
A18345	We should stop the development of autonomous cars	in favor of	autonomous cars have already caused multiple fatalities and are being used on public roads right now without being adequately tested. the makers are literally using human lives to beta test their products.
A18346	We should legalize organ trade	in favor of	Legalizing the organ trade would allow more patients to receive the organ transplant they need.
A18350	We should ban private military companies	against	military is a big organization that needs private company to supply their needs
A18351	We should ban human cloning	in favor of	human cloning should be banned as it is unnatural and serves no purpose in the world. individuality would be lost.
A18353	We should subsidize embryonic stem cell research	against	the nhs has limited funding and this should be spent providing care for those that need it rather than wasting it on research that may not help solve anytihng
A18355	We should ban factory farming	against	let the free market decide whether or not we should allow factory farming
A18356	We should ban telemarketing	against	we live in a capitalist country and telemarketing  is how many businesses grow and develop.
A18358	We should prohibit school prayer	in favor of	religious beliefs are forced upon children and children of different religions may feel excluded
A18359	We should abolish capital punishment	in favor of	capital punishment is barbaric, what if an innocent person is killed under these laws, you cannot release them and make restitution, capital punishment makes authorities as guilty of crime as the criminals.
A18360	We should ban the use of child actors	against	the roles of child actors cannot be fulfilled by adults so it would be impossible to ban their use.
A18361	We should abolish safe spaces	against	safe spaces provide a valuable service to those who may be suffering from ptsd
A18363	We should subsidize student loans	against	it isn't the obligation of any tax payer to give money to help someone else get an education.  that is a personal choice, and if they want to go to college they need to pay for it on their own.
A18365	We should abolish the right to keep and bear arms	in favor of	the right to keep and bear arms has enabled the death of many innocent people - including small children. it is time to move on.
A18367	We should ban algorithmic trading	in favor of	algorithmic trading can be manipulated and used for nefarious reasons
A18368	We should introduce compulsory voting	in favor of	compulsory voting could be used as a way to check population and make sure everyone has current ids.
A18369	We should abolish the three-strikes laws	against	this law is good for young people who would learn their lesson and become good adults
A18370	We should adopt gender-neutral language	against	gender-neutral language is unnecessary.
A18373	We should abolish intellectual property rights	in favor of	ideas and products need to be available at a fair price for everyone, allowing companies to have their intellectual rights means they can charge far too much to people who need that service or product.
A18374	We should subsidize Wikipedia	against	we should not subsidize wikipedia because it already receives more than enough money through voluntary donations
A18375	We should oppose collectivism	in favor of	collectivism takes the focus off the individual as well as the ways in which each of us is unique. supporting collectivism means wanting the individual to remain subordinate to society.
A18376	We should legalize cannabis	in favor of	the healing properties of cannabis are necessary to alleviate the health of many patients who do not have access to it due to its restriction
A18378	We should subsidize embryonic stem cell research	in favor of	embryonic stem cell research may in the future lead to the discovery of treatments for many debilitating medical conditions
A18381	We should abolish safe spaces	in favor of	safe spaces are often used to stifle free expression of opinions
A18383	We should adopt libertarianism	against	libertarianism is a selfish and dangerous philosophy, devoid of empathy and charity. if it were to become the dominant political system, we would see a huge increase in social inequality.
A18384	We should ban missionary work	against	it helps small third world countries become more modernized.
A18385	We should subsidize embryonic stem cell research	in favor of	without further research we won't know what amazing potential we have with embryonic stem cells
A18386	We should ban the Church of Scientology	in favor of	there have been credible witnesses to the fact that the church of scientology engages in physical and emotional abuse
A18387	We should adopt gender-neutral language	in favor of	neutral language is an alternative at the time of speaking that serves to include all persons without gender exclusion
A18388	We should adopt an austerity regime	in favor of	adopting an austerity regime is the best way to reduce the budget deficits we currently are faced with
A18389	We should ban cosmetic surgery	against	people have the right to enhance their body in any way they want to.
A18391	We should subsidize Wikipedia	against	wikipedia is a private entity and is responsible for its own operating costs
A18392	We should ban missionary work	in favor of	Missionaries try to force their beliefs and values on people.
A18393	We should subsidize journalism	against	journalists get paid enough, they don't need any more money.
A18394	We should ban the use of child actors	against	the usage of child actors should not be banned as they are an important part of the acting field they have adults who can make rationale decisions for them.
A18395	We should limit executive compensation	against	if someone has worked hard to get where they are in a company then they should be rewarded accordingly.
A18397	We should introduce compulsory voting	against	people should not be forced to vote if they don't feel compelled to vote for a candidate or issue..
A18399	We should abolish the right to keep and bear arms	against	the right to keep and bear arms is an constitutional right that needs to be upheld.
A18400	We should abolish the Olympic Games	in favor of	they are boring and cost too much money
A18401	We should adopt a multi-party system	against	introducing a multi-party system would be detrimental to stability and consistency of our political system
A18402	We should end the use of economic sanctions	in favor of	economic sanctions cause hard feelings between nations and can cause war.
A18403	We should limit executive compensation	in favor of	Executive compensation should be limited to ensure the top staff is not taking all of the rewards for companies that are supported by thousands of workers. All employees contribute to the success of a company.
A18404	We should subsidize space exploration	in favor of	we need to explore space so we can find minerals that are getting depleted on our planet
A18405	We should adopt libertarianism	against	without regulations and welfare, society would collapse into vast pools of crime and poverty
A18407	We should subsidize embryonic stem cell research	against	some religions do not believe in this sort of research.
A18408	We should ban the Church of Scientology	in favor of	scientology is in fact a cult, cults need to be stopped.
A18409	We should limit judicial activism	against	it is important that the highly experienced, well trained people at the top of the judicial system can use their own experiences and common sense when passing judgments - else anyone could be a judge.
A18410	We should stop the development of autonomous cars	against	autonomous cars could prevent traffic jams and accidents.
A18411	We should adopt atheism	against	we should not adopt atheism because everyone should have something to believe in.
A18412	We should ban the use of child actors	in favor of	using child actors can create unimaginable pressure ans stress on the child if they become a star or the production is a success and this can lead to substance abuse problems to cope with said pressure
A18415	We should abolish safe spaces	in favor of	safe spaces act to stifle free speech
A18416	We should ban cosmetic surgery for minors	against	cosmetic surgery might be the only hope for children born with disfigurements that would have severe impact on self-esteem and lead to psychological issues and childhood trauma.
A18417	We should ban the Church of Scientology	against	we should not ban the church of scientology because people have a right to chose their believes
A18418	We should abolish capital punishment	against	Abolishing death penalty means abandoning the poor -who suffer the most from high crime rates -  only so that the elites could feel good about themselves.
A18420	We should subsidize space exploration	in favor of	subsidizing space exploration is a positive move to help advance our space program.
A18421	We should ban algorithmic trading	against	algorithmic trading can do a job that humans are not able to do
A18422	We should abolish the Olympic Games	against	they increase tourist activities and are a boost to the local economy.
A18423	We should adopt gender-neutral language	in favor of	in a time of equality, knowing the gender of a person isn't important, salesperson is a much more inclusive term than saleswoman.
A18424	We should fight for the abolition of nuclear weapons	in favor of	nuclear weapons will someday destroy everyone and everything.
A18425	We should adopt libertarianism	in favor of	Libertarianism increases individual liberties by preventing the government from controlling every aspect of our lives.
A18426	We should adopt gender-neutral language	against	gender-neutral language doesn't always help people clearly communicate what they mean
A18428	We should introduce compulsory voting	in favor of	compulsory voting would be beneficial because more people would take an interest in politics, creating a more fair representation in government.
A18431	We should stop the development of autonomous cars	against	developing autonomous cars is a necessity. it would make roads and travel much safer as car accidents account for an incredible amount of deaths. there would be no more drunk and distracted driving accidents.
A18433	We should ban cosmetic surgery for minors	against	children should be allowed to have a procedure if they have their parents permission
A18434	We should subsidize student loans	in favor of	student loans is a type of aid that is given to them in order to help lower their expenses and debts
A18435	We should prohibit school prayer	against	the basic message in prayer is universal, encouraging people to be considerate and love one another - this is a basic message for every child in school, irrespective of their religion, and should be encouraged.
A18437	We should legalize organ trade	in favor of	everyone should have a choice about what they want to do with their bodies, and if selling an organ is one of them, they should be free to decide.
A18438	We should oppose collectivism	in favor of	collectivism is morally wrong and a form of slavery.
A18439	We should adopt a multi-party system	in favor of	we must have more options to choose and leave this bipartisan dictatorship
A18440	We should fight for the abolition of nuclear weapons	in favor of	States have an obligation to their citizens to protect them, the existence of nuclear weapons anywhere poses an existential threat to citizens everywhere, which means every nation has an obligation to fight for abolition.
A18441	We should subsidize space exploration	against	we have too many problems here on our own planet to worry about putting money into searching space.
A18444	We should ban human cloning	against	cloning of organs can and will save many lives, people who need organ transplants could be saved by cloning organs for them rather than waiting for others to die, cloned limbs would also help disabled people.
A18445	We should ban algorithmic trading	against	this helps traders make more informed decisions
A18446	We should limit judicial activism	in favor of	judicial activism should be limited because a judge should not be making all decisions.
A18447	We should oppose collectivism	against	collectivism bands people together to solve problems in their communities
A18448	We should abolish capital punishment	against	capital punishment is fair if the person had killed someone as they are only getting what they have dealt.
A18449	We should adopt libertarianism	in favor of	libertarians are more fair than other politicians.
A18451	We should limit executive compensation	in favor of	out of control executive compensation raises the disparity between the haves and the have nots.
A18452	We should subsidize journalism	in favor of	presentation of information is important and needs help to keep it viable and reliable.
A18454	We should subsidize journalism	in favor of	We should subsidize journalism because we need to keep local journalism alive so people are aware of what is going on in their community, but small news papers are struggling the most.
A18456	We should cancel pride parades	in favor of	pride parades are disruptive and cause chaos in towns where they are held.
A18459	We should subsidize student loans	in favor of	student loans should be subsidized so that more kids can go to school, get a better education and contribute to the advancement of society.
A18460	We should introduce compulsory voting	in favor of	compulsory voting will lead to a far more representative system of parliament because everyone's vote will be taken into consideration.
A18462	We should ban telemarketing	in favor of	telemarketing has reached epidemic levels with unregulated frequency that most people would consider a public nuisance.
A18464	We should legalize sex selection	in favor of	We should legalize sex selection because a ban leads to dangerous back alley procedures, and to more abortions and female infanticide
A18466	We should legalize organ trade	in favor of	people should be able to do what they want with their bodies.
A18467	We should end mandatory retirement	against	if retirees continue to work past retirement age, there will never be a natural progression through the workplace for the younger generation.
A18470	We should subsidize Wikipedia	in favor of	we should subsidize wikipedia because everyone in the world knows it as a household name and if the government pays for libraries why cant they pay for wikipedia which contains probably more information.
A18473	We should abandon the use of school uniform	against	school uniforms will stop children from wearing and showing offense logos, words, etc., to their peers.
A18474	We should subsidize Wikipedia	in favor of	wikipedia is a valuable resource that deserves funding
A18476	We should ban targeted killing	in favor of	we should ban targeted killings because it is in essence just murder when done outside of wartime.  it is, in fact, an act of war and could create more problems.
A18477	We should ban factory farming	against	factory farming is a way of producing cheap meat. without it poorer people may not be able to afford it and may become malnourished.
A18478	We should introduce compulsory voting	against	some people choose not to vote for ethical reasons.
A18479	We should end the use of economic sanctions	against	economic sanctions are very effective in dealing with countries who have many human rights abuses on their record.
A18480	We should legalize sex selection	against	sex is determined at birth and not something a person should be allowed to change or decide for themselves.
A18481	We should ban telemarketing	against	Telemarketing involves lower overhead costs and thus saves companies money.
A18485	We should abolish capital punishment	against	it is the most effective deterrent to the worst crimes it is a waste of hard working people's money to pay for someone that committed atrocious crimes, to stay in a prison for the rest of their lives
A18486	We should end the use of economic sanctions	against	the use of economic sanctions are the best recourse we have to safeguard ourselves against problems
A18487	We should adopt a multi-party system	in favor of	multi-party systems help decentralize power and better represent the various interests of different socio-economic strata within a nation.
A18489	We should ban telemarketing	in favor of	telemarketing is violative and intrusive. unwanted calls from telemarketers are too much annoying
A18490	We should prohibit school prayer	in favor of	it is in the constitution that there is a separation between church and state and since schools are funded by the state where they are located there is to be no prayer in schools
A18492	We should ban whaling	against	many peoples make there livelihoods on whaling
A18493	We should legalize organ trade	in favor of	legalising organ trade would put an end to the black market trading.
A18495	We should subsidize student loans	in favor of	we should invest in the young generations and support them in their education, especially when higher education is so expensive.
A18496	We should ban algorithmic trading	in favor of	unless everyone is using algorithmic trading, the system would ensure only those that had access to it would have the best chance of making money.
A18497	We should limit executive compensation	in favor of	ceo's should not get paid thousands of times more than their workers
A18498	We should introduce compulsory voting	against	some citizens simply don't have the time to vote, having more important things that can be way more crucial and holding that against them is authoritarian
A18500	We should adopt libertarianism	against	Libertarianism would end all the state run programs that people rely on.
A19003	We should adopt a multi-party system	against	multiple parties make choosing a leader harder
A19004	We should limit judicial activism	in favor of	judicial activism goes against our system  of what is best for the people.
A19005	We should legalize sex selection	against	we shouldn't legalize sex selection because some people can't have children at all, they should be happy that they have blessed with a miracle. if you want to choose a sex then foster or adopt a certain sex
A19006	We should ban missionary work	against	missionary work helps the less fortunate countries  with aid and hope.
A19008	We should ban factory farming	in favor of	factory farming is a cruel and unnatural practice.  we should treat animals better, even if their 'just' going to be used for food.
A19009	We should abandon the use of school uniform	against	uniforms prevent arguments over what is appropriate school attire.
A19012	We should oppose collectivism	against	collectivism looks out for everyone and leaves no one behind
A19013	We should adopt gender-neutral language	against	adopting gender neutral language would be expensive and a waste of resources which could be better used elsewhere
A19018	We should adopt libertarianism	in favor of	libertarianism disavows government control and allows people to have liberties that have been stifled by the governing body.
A19019	We should adopt an austerity regime	against	an austerity regime would negatively impact the weakest of our citizens.  we cannot let them slip through the cracks.
A19021	We should ban the use of child actors	against	child actors are an important part of the acting industry and should continue to be allowed with restrictions to ensure the child's well being.
A19022	We should fight for the abolition of nuclear weapons	against	we can't trust every nuclear power to denuclearize, keeping some weapons in stock keeps peace.
A19023	We should ban fast food	in favor of	fast food has almost non nutritional value. it is full of bad unhealthy ingredients and is causing the rise in health problems and obesity in the nation.
A19024	We should subsidize journalism	in favor of	if the government subsidized journalism fake news could be controlled.
A19025	We should subsidize journalism	in favor of	it would make all news fair and the same across the board
A19026	We should adopt gender-neutral language	against	there is no reason to adopt gender-neutral language as the fact that genders do exist and the differences do matter is indisputable!
A19027	We should ban private military companies	against	this helps cover more issues; the current government is too short staffed to deal with all of the problems.
A19031	We should ban the Church of Scientology	in favor of	the church of scientology should be banned simply because it's wrong for a belief system to dictate how your medical care can and cannot happen - like psychiatry.
A19033	We should adopt an austerity regime	against	austerity regimes tend to increase unemployment, as government reduction of spending of leads to retrenchment of worker
A19035	We should abolish the right to keep and bear arms	against	not having an armed public would entice the government to become more tyrannical.
A19037	We should abolish the three-strikes laws	against	you can only give someone so many chances. if they have not learnt by the third time it is unlikely they will learn at all.
A19038	We should adopt a zero-tolerance policy in schools	in favor of	i agree that a zero-tolerance policy in schools is a good idea since it would mean that our children are safer when they go to school.
A19041	We should adopt a zero-tolerance policy in schools	against	a zero-tolerance policy gives administrators no leeway if a student commits a less than serious crime.
A19042	We should introduce compulsory voting	against	compulsory voting should not be necessary because people will vote for anyone without researching which could skew outcomes.
A19044	We should adopt atheism	against	we live in an open society where freedom of religious expression is allowed. to go against that would be a betrayal of western values.
A19047	We should abandon the use of school uniform	against	school uniform enables all children to look the same, thus reducing the likelihood of bullying.
A19049	We should legalize sex selection	against	sex selection is playing god, will create gender imbalances and create negative stereotypes concerning male/female preferences.
A19050	We should ban cosmetic surgery	against	cosmetic surgery boosts people's self esteem.
A19052	We should subsidize embryonic stem cell research	against	there are other stem cells that aren't from embryos that could be used instead.
A19054	We should ban cosmetic surgery	against	we should not ban cosmetic surgery people some people don't like how they look and it's their money if they want to change that
A19056	We should adopt a zero-tolerance policy in schools	against	We should not adopt zero tolerance policies because they have not improved school discipline in other districts, only introduced more punishments for students.
A19057	We should ban cosmetic surgery for minors	in favor of	cosmetic surgery could lead to unforeseen problems in young people whose bodies are still growing and maturing
A19058	We should subsidize embryonic stem cell research	against	embryonic stem cell research is immoral.
A19059	We should adopt a multi-party system	in favor of	multi-party systems provide many new sources of views on relevant topics
A19060	We should ban fast food	against	fast food is no more unhealthy than  some gourmet food its just  cheaper and made with less costly ingredients. fast food is not the issue, lack of control in eating it is the reason people are fat.
A19061	We should ban the use of child actors	in favor of	we should ban the use of child actors because it causes the child to be in a dangerous environment
A19062	We should end the use of economic sanctions	against	economic sanctions have had a positive effect on denuclearization
A19064	We should ban cosmetic surgery	in favor of	cosmetic surgery isn't medically necessary
A19066	We should ban factory farming	in favor of	animals in factory farms are kept in terrible conditions and we need to stop this
A19067	We should legalize cannabis	in favor of	this should be legal as it is no worse than alcohol.
A19069	We should abolish the Olympic Games	in favor of	we should abolish the olympic games because  it very expensive to host
A19070	We should ban missionary work	against	missionaries are necessary as they provide education, health care, and more to those in need.
A19072	We should abandon the use of school uniform	in favor of	uniform policies detract from more effective efforts to reduce problems in education
A19075	We should abolish safe spaces	in favor of	abolishing safe spaces has to be recognized because people who has such a problems already have support from institutions and doctors.
A19076	We should subsidize embryonic stem cell research	against	like many other advances in science the government should not have to subsidize the research.  if the benefits are there the private sector will find a way to get results.
A19077	We should abolish the Olympic Games	against	the olympic games are essential to allow peaceful competition between nations, without these there would be more wars and battles as countries tried to prove they were better than others.
A19079	We should ban targeted killing	in favor of	the goal should always be to capture alive so banning targeted killing will encourage capture instead of kill.
A19082	We should limit judicial activism	in favor of	judicial activism would allow for personal grievances to be accepted as truth
A19083	We should ban the Church of Scientology	in favor of	scientology is a cult and so is dangerous
A19084	We should ban cosmetic surgery for minors	against	some facial abnormalities or perceived abnormalities cause significant mental distress to young people, influencing their development, when cosmetic surgery could positively transform their lives.
A19085	We should prohibit school prayer	in favor of	prayer has no place in public school because not everyone practices the same religion
A19086	We should introduce compulsory voting	against	we live in a democratic society and people should not be forced to vote if they dont want to
A19089	We should ban whaling	against	some cultures like inuits rely on whales for many things like food and heating, and they use practically the entire whale.
A19091	We should ban algorithmic trading	against	trading using an algorithm is more accurate, quicker, and easier.
A19094	We should subsidize journalism	in favor of	it is important to ensure that the public is able to receive the news.
A19095	We should ban whaling	against	we use whales for many usable products.
A19096	We should ban missionary work	against	it is important that we help the less fortunate.
A19097	We should ban algorithmic trading	against	algorithmic trading merely enables better decisions in investments utilising technology and intelligence
A19099	We should subsidize Wikipedia	against	wikipedia often contains false information and so can lead to people believing that have no validity in reality.
A19101	We should ban telemarketing	against	telemarketing allows small businesses to save money by reducing overhead costs.
A19102	We should abolish safe spaces	against	a safe space is a great place for youth to hang out so that they are not in dangerous places.
A19103	We should end mandatory retirement	in favor of	Mandatory retirement forces people who are still excellent at their jobs to quit working long before they are ready.
A19105	We should ban algorithmic trading	against	algorithmic trading enables a more level playing field in the trading of shares.
A19106	We should legalize prostitution	in favor of	legal and regulated prostitution would protect sex workers from violence and poor health outcomes.
A19108	We should abolish zoos	in favor of	zoos are an unnatural stressful environment for animals. no animal should have to live in a cage or enclosure just for the entertainment of people, it is cruel and unnecessary.
A19110	We should ban algorithmic trading	in favor of	algorithmic trading can cause rapid fluctuations in the stock market that are far beyond human control and no safeguards are implemented to stop them as well as giving unfair advantage to large-scale traders.
A19112	We should adopt atheism	in favor of	we should adopt atheism because you can live your life freely without the worry of being judged by god
A19113	We should legalize prostitution	in favor of	we should legalize prostitution so that women as a whole are taught that their place in society is simply as a commodity to be used by someone with more money
A19114	We should legalize cannabis	in favor of	cannabis is not a harmful drug and can help people cope with mental issues like anxiety
A19115	We should adopt a zero-tolerance policy in schools	in favor of	a zero-tolerance policy in schools shows children that the schools are not playing around when it comes to punishment
A19116	We should adopt a multi-party system	in favor of	a multi-party system will help to ensure that more political agendas will be given the chance to represent the people
A19117	We should end the use of economic sanctions	in favor of	economic sanctions can cause hardship and create unnecessary problems.
A19118	We should ban the use of child actors	in favor of	we should ban child actors as a part of banning child labour. exploitation of a child through working is wrong regardless of the specific job role
A19119	We should subsidize student loans	in favor of	subsidised student loans would encourage everyone to go to university if they thought they wouldn't have any debt at the end of the studies.
A19121	We should ban human cloning	against	we shouldn't ban human cloning as it could help aid genetic medical problems
A19122	We should legalize organ trade	against	organ trade must remain illegal. there is far too much potential for corruption and human trafficking/murder if organs can be sold.
A19123	We should limit executive compensation	in favor of	executive compensation is not always effective and takes away from the rest of the employees who do most of the strenuous work
A19124	We should stop the development of autonomous cars	against	autonomous cars will provide a way for people who are blind or handicapped a way to travel
A19125	We should ban missionary work	against	it`s outrageous to ban missionary work because people who helping other people can`t be banned to do that and can be only awarded and recognized in our society.
A19126	We should subsidize Wikipedia	against	if the government gives wikipedia funds, wikipedia would be obligated to lean to their agenda
A19127	We should ban fast food	in favor of	fast food should be banned because it is full of unhealthy ingredients that contribute to the failing of american health.
A19128	We should ban fast food	against	fast food is a great option for people who are to busy to sit down for a meal.
A19129	We should cancel pride parades	against	it would be a huge step backwards, essentially telling the lgbt community not to have "pride" in who they are anymore
A19131	We should introduce compulsory voting	against	compulsory voting will be difficult to enforce on the elderly and others who will have a difficult time voting.
A19132	We should stop the development of autonomous cars	against	autonomous cars are our future and provide many benefits
A19133	We should abandon the use of school uniform	against	uniforms create equality and create a sense of belonging in the group
A19135	We should abolish zoos	in favor of	zoos are cruel to the animals kept in cages and should be abolished.
A19136	We should ban missionary work	in favor of	missionary work can be dangerous to workers.
A19137	We should adopt gender-neutral language	against	we should not adopt gender-neutral language because the majority of people do identify with a gender and want to be addressed as such.
A19139	We should ban the use of child actors	against	to tell a story in theater or movies we need children actors. without them stories could only be about adults. stories that have entertained us from lassie to mary poppins would not exist.
A19141	We should stop the development of autonomous cars	against	autonomous cars can assist the disabled, or those with limited abilities to get about
A19143	We should abolish intellectual property rights	against	we should  not abolish intellectual property rights because people should get credit for their work.
A19144	We should ban targeted killing	in favor of	We need to ban targeted killing because it is murder and murder is illegal everywhere.
A19145	We should end the use of economic sanctions	in favor of	economic sanctions don't work because countries can get around them therefore we should end their use as a negotiation tactic
A19147	We should ban missionary work	in favor of	we should ban missionary work if people are torturing or hurting non believers as has been reported in the past
A19149	We should ban human cloning	in favor of	we should ban human cloning because it raises too many legal questions regarding ownership and identity.
A19150	We should end mandatory retirement	against	if we end mandatory retirement many older workers that want to retire after many years of service may be denied that right
A19152	We should subsidize student loans	against	there are more important ways we should be using public money, such as housing and healthcare.
A19155	We should subsidize Wikipedia	against	subsidizing wikipedia is unnecessary. it's isn't in need of a subsidy. it's doing just fine on it's donations. there's no staff to pay, it's all volunteer. there's no need to waste funds on this.
A19156	We should abolish the right to keep and bear arms	in favor of	with the wave of mass shootings that have occurred the world would be a much safer place without guns.
A19157	We should subsidize embryonic stem cell research	against	to mess with nature could cause unforeseen consequences
A19159	We should ban factory farming	against	we should not ban factory farming because it helps to supply the growing demand for food.
A19161	We should ban private military companies	in favor of	private military companies put civilian lives in danger
A19162	We should cancel pride parades	against	in democracy, everybody has the option to choose what they want and how they want and canceling pride parades will be wrong and opposite of democracy.
A19164	We should subsidize journalism	against	good journalists already make enough money to survive and their companies don't need to get more money from the government.
A19165	We should ban telemarketing	against	telemarketing is a perfectly valid marketing approach, and is a primary driver of economic activity.
A19168	We should stop the development of autonomous cars	in favor of	autonomous cars are a danger to everyone on the roads they can not react the way a human driver can.
A19169	We should fight for the abolition of nuclear weapons	in favor of	the likelihood of unintended deployment of nuclear weapons is high so they should be abolished.
A19170	We should ban cosmetic surgery for minors	in favor of	minors cannot be trusted to make decisions about cosmetic surgery that may affect them adversely as they grow up.
A19171	We should ban telemarketing	against	telemarketing can be a useful tool to bring goods to the attention of people who would not otherwise access the information.
A19172	We should ban targeted killing	in favor of	we must stop the selective killings because they are a serious abuse of universal human rights
A19173	We should adopt a multi-party system	against	a two-party system has served us well for years; why change what has worked?
A19176	We should ban the Church of Scientology	in favor of	this church has harmed countless people and should be labeled more as a cult
A19177	We should oppose collectivism	against	collectivism brings people together
A19178	We should adopt libertarianism	in favor of	libertarianism frees citizens and business owners from expensive regulations
A19180	We should stop the development of autonomous cars	in favor of	autonomous cars strip drivers of the ability to drive as they please
A19181	We should prohibit school prayer	in favor of	kids should be in school to learn. no one should force religion on them.
A19182	We should ban telemarketing	in favor of	telemarketing can cause distress for people who do not know how to get rid of the callers.
A19184	We should limit judicial activism	against	judicial activism allows lawful recourse in circumstances of possible justice miscarriages, and is an extra protection against possible corruption and obstructive 'influence' in the higher court.
A19185	We should fight for the abolition of nuclear weapons	against	they are a deterrent for foreign forces not to attack smaller countries
A19188	We should adopt an austerity regime	in favor of	an austerity regime would help to get our country back on a solid financial footing.
A19189	We should subsidize student loans	against	students loans should not be subsidized as it is a students choosing to continue to go to school on their own accord and whim, not a requirement to be the burden of others.
A19190	We should ban factory farming	in favor of	factory farming is harming the environment on a large scale
A19192	We should stop the development of autonomous cars	against	autonomous cars are so valuable for the future in an ever more congested world so we need to invest more in them.
A19193	We should legalize sex selection	against	we should not legalize sex selection because when we do, we are messing with god's will.
A19194	We should abolish the three-strikes laws	in favor of	the 3 strike law is unfair and many people are punished too severely.
A19195	We should adopt libertarianism	in favor of	Libertarian foreign policies, being neutral and non-interventionist, help avoid war with other nations.
A19196	We should abandon the use of school uniform	against	school uniforms help everyone feel more like each other and takes the focus off their clothes and allows for more focus on learning.
A19198	We should legalize cannabis	in favor of	in many cases cannabis has wonderful health results such as taking away pain from ill people.  it should be legal for all.
A19199	We should ban human cloning	against	human cloning can help doctors find a cure for illnesses we otherwise won't be able to survive
A19200	We should adopt a multi-party system	in favor of	the multi-party system works and ensures that everybody has their say
A19201	We should limit executive compensation	in favor of	they earn the wage they make for their job so why so they get extra?
A19203	We should legalize organ trade	against	the sale of organs may lead to a black market of such, where people may give birth and raise children just for their organs.
A19204	We should cancel pride parades	against	pride parades show acceptance and we need more of that
A19205	We should subsidize student loans	against	we should not pay for other peoples life style choices
A19208	We should legalize organ trade	in favor of	there is never going to be enough voluntary donation to meet demand, opening up an organ trade could remedy this drastic gap in supply to help save lives
A19210	We should prohibit school prayer	against	people should be allowed to pray wherever they want to.
A19211	We should abolish capital punishment	in favor of	prisoners could be let go after serving their years as their perspective could change and they could play a part in helping the society through workforce
A19212	We should ban factory farming	in favor of	factory farming provides unsanitary and inhumane conditions to its livestock and should be banned.
A19213	We should limit executive compensation	in favor of	executive compensation has hit astronomical levels, widening the pay gap between worker and executive, this has the potential to lead to disharmony and possible conflict.
A19217	We should abolish safe spaces	in favor of	safe spaces are  a waste of time, and, honestly, can't even really be considered all that "safe."
A19218	We should ban fast food	in favor of	there is no fast food that is healthy so banning it would improve public health immeasureably.
A19222	We should end mandatory retirement	in favor of	mandatory retirement is purely age discrimination
A19223	We should adopt atheism	against	Atheism is godless and fundamentally lacking in a coherent moral compass, therefore it should not be adopted.
A19225	We should cancel pride parades	in favor of	possibly they cause disruption due to city centre's needing to be shut down for regular traffic.
A19229	We should subsidize embryonic stem cell research	against	stem cell research is the beginning of wanting to do more and more things we shouldn't be messing with and it should be stopped now before it goes any further
A19231	We should abandon the use of school uniform	in favor of	School uniforms reinforce a gender binary by often requiring women to wear traditionally feminine clothing like skirts and dresses and men to wear traditionally masculine pants.
A19232	We should abolish the right to keep and bear arms	against	we should not abolish the right to keep and bear arms because people have a right to defend themselves if someone has the intention of harming you or breaking into your house.
A19233	We should legalize cannabis	in favor of	it`s been proven that cannabis has some relief who helping people suffering from terminal illness.
A19235	We should adopt a multi-party system	against	a multi-party system leads to too much division and there may never be an overall consensus
A19237	We should subsidize student loans	in favor of	in the interests of raising the education level of our population we should subsidize student loans.
A19238	We should abolish the three-strikes laws	against	if a person commits the same offence three times then they must be subject to the three-strikes law as they are obviously not being rehabilitated and therefore should face a long jail term.
A19239	We should ban cosmetic surgery	against	if people believe that they will be happier after cosmetic surgery, they should not be prevented from seeking that happiness
A19240	We should limit judicial activism	in favor of	it is not fair for opinion to overrule when there are so many different ones.
A19241	We should subsidize embryonic stem cell research	in favor of	embryonic stem cells are superior to stem cells derived elsewhere because they can potentially grow into any type of cell -- subsidizing this research would allow for scientific research to advance faster.
A19242	We should ban whaling	in favor of	whaling is humane and cruel and should be banned, especially with a dwindling whale population.
A19245	We should abolish zoos	in favor of	zoos are entrapping animals that are meant to live in the world
A19246	We should abolish capital punishment	against	recent investigations consistently demonstrate a strong link between executions and reduced murder rates
A19247	We should ban cosmetic surgery	in favor of	cosmetic surgery should be banned.   god made you a certain way and these procedures are going against that.   besides, it could be dangerous as joan rivers died from complications during surgery.
A19248	We should limit executive compensation	against	in a competitive market companies have to attract the best talent
A19249	We should oppose collectivism	against	collectivism aims to work toward what is good for all rather than a single person or group, this means a better society for everyone
A19250	We should legalize cannabis	against	it impairs your mind so it should be illegal
A19254	We should abolish intellectual property rights	in favor of	ip rights should be abolished as their original use has long since been abandoned in favour of large organisations abusing their legal powers with them.
A19257	We should oppose collectivism	against	Collectivism would be good in situations where it must be a group decision.
A19259	We should adopt libertarianism	against	we would crumble without services provided to us via the government - roads, fire stations, and more.
A19260	We should legalize sex selection	against	In societies where sex selection happens, men are favored over women, resulting in a lopsided sex ratio. This leads to many men being unable to wed.
A19262	We should prohibit school prayer	in favor of	School prayers should be prohibited as it indoctrinates people into a particular faith and excludes pupils of other faiths.
A19264	We should introduce compulsory voting	in favor of	by requiring all citizens to vote, we would be able to elect politicians who more accurately represent the public's will.
