Argument ID	Conclusion	Stance	Premise
B1387	/	/	più vera la sua posizione
B1389	/	/	misteri tantro profondi e concetti tanto sublimi, che le vigilie, le fatiche e gli studi di cento e cento acutissimi ingegni non gli hanno ancora interamente penetrati con l’investigazioni continuate per migliaia e migliaia d’ann
B1390	/	/	misteri tantro profondi e concetti tanto sublimi, che le vigilie, le fatiche e gli studi di cento e cento acutissimi ingegni non gli hanno ancora interamente penetrati con l’investigazioni continuate per migliaia e migliaia d’anni
B1391	/	/	con esperienze, con lunghe osservazioni e con necessarie dimostrazioni
B1397	/	/	troppo esquisite osservazioni e sottili dimostrazioni
B1400	/	/	saldissime ragioni
B1403	/	/	quanto sia ben fatto l’accomodarsi al nostro più consueto modo d’intendere
B1404	/	/	accomodarsi alla credenza del vulgo
B1405	/	/	si accomodorno all’uso ricevuto
B1406	/	/	esperienze e dimostrazioni
B1409	/	/	vero
B1411	/	/	esperienze o con dimostrazioni necessarie
B1412	/	/	si potrebbe in qualche tempo dimostrare il contrario di quel che suonan le nude parole
B1415	/	/	veritate
B1418	/	/	ragioni dimostrative
B1420	/	/	certissima ratione vel experientia
B1421	/	/	experiri vel indubitatis rationibus
B1422	/	/	dimostrazioni ed esperienze
B1425	/	/	assoluta verità
B1426	/	/	esperienze sensate e molte dimostrazioni necessarie
B1428	/	/	manifeste esperienze o le necessarie dimostrazioni
B1429	/	/	mpossibile che alcuna proposizione sia insieme vera ed eretica
B1430	/	/	ma non è già in poter di creatura alcuna il farle esser vere o false, diversamente da quel che elleno per sua natura e de facto si trovano essere
B1431	/	/	necessaria ed immutabil verità del fatto
B1432	/	/	libertà
B1433	/	/	sopra la quale nissuno ha imperio
B1434	/	/	La qual cosa, stante i movimenti celesti conforme alla costituzione Tolemaica, non può in modo alcuno avvenire:
B1435	/	/	accomodandosi alla capacità loro
B1436	/	/	parlando sempre con quei medesimi riserbi di non esser talmente affezionato alle cose mie, che io voglia anteporle a quelle degli altri, e creder che di migliori e più conformi all’intenzione delle Sacre Lettere non se ne possino addurre
B1440	/	/	conosciuta per vera
B1443	/	/	I consulted how to join a Number of them together, so as to carry a heavier Weight, which if I could compass, I might enable a Man to be carried safely in the Air from one Place to another. I puzzled my Wits extremely with this Thought,
B1444	/	/	and upon Trial found
B1445	/	/	I contrived at last a Way whereby each might rise with only his own Proportion of Weight;
B1446	/	/	I added two or three Birds more, and made Trial of their carrying a Lamb
B1447	/	/	I much envied, that he should be the first living Creature to partake of such an excellent Device.
B1448	/	/	At length after divers Trials
B1450	/	/	my Heart even swell with Joy and Admiration at my own Invention
B1460	/	/	taking Companion of their Calamity
B1461	/	/	generous Tempers than we are pleased to allow them
B1464	/	/	O Reader prick up thy Ears, and prepare thyself to hear the strangest Chance that ever happened to any Mortal, and which I know thou wilt not have the Grace to believe till thou seest the like Experiment, which I doubt not in a short Time may be performed
B1468	/	/	experimentally
B1471	/	/	I found then by Experience
B1476	/	/	If I would follow their Directions, I should not only be carried safe Home, but be assured to command at all Times all the Pleasures of that Place
B1477	/	/	they readily brought me very good Flesh and Fish of several Sorts, and well dressed, but that it was extreme fresh without any Relish of Salt. Wines likewise I tasted of divers Kinds as good as any in Spain, and Beer no better in all Antwerp
B1484	/	/	the Reason whereof seems to be, that whereas the Earth according to his natural Motion (for such a Motion I am now satisfied she hath according to the Opinion of Copernicus) turns round upon her own Axis every four and twenty Hours from West to East
B1486	/	/	the Reason whereof seems to be
B1487	/	/	so that it seemed to me no other than an huge mathematical Globe turned round leisurely before me
B1488	/	/	this was all the Means I now had to number the Days, and reckon the Time
B1491	/	/	O incredible Supposition
B1494	/	/	which these Eyes of mine can testify to be true
B1495	/	/	testify to be true
B1497	/	/	He that reads the Discourses of learned Men
B1498	/	/	and adds thereto this Experience of mine
B1505	/	/	mine Eyes have sufficiently informed me there is no such Thing
B1507	/	/	my Reckoning it seemed to be (as indeed it was) Tuesday, September 11, at which Time the Moon being two Days old was in the twentieth Degree of Libra
B1508	/	/	many wonderful Things were presented to my Sight
B1511	/	/	the rest came and kindly embraced me
B1517	/	/	I found Learning was in great Esteem among them
B1518	/	/	they seem to detest Lying and Falshood
B1519	/	/	which is there severely punished
B1521	/	/	that the Globe of the Moon has likewise an attractive Power, yet so much weaker than the Earth, that if a Man do but spring upward with all his Strength, as Dancers do in shewing their Tricks, he will be able to mount fifty or sixty Foot high; and being then above all Attraction from the Moon's Earth, he falls down no more, but by the Help of these Fans, as with Wings, they convey themselves in the Air in a short Space, (though not quite so swift as Birds) whither they please
B1522	/	/	By the Stateliness of his Palace, and the Reverence done him, I soon perceived his Greatness, and managed my Affairs in order to procure his Favour accordingly
B1524	/	/	taking out my Jewels, I presented to the King seven Stones of several Sorts, a Diamond, a Ruby, an Emerald, a Saphire, a Topaz and an Opal
B1526	/	/	Then I offered the Queen and Prince some others
B1527	/	/	He then embraced me with much Endearedness
B1528	/	/	enquired divers Things by Signs, which I answered in the same manner to the best of my Skill
B1529	/	/	he delivered me to the Guard of 100 of his Giants as I may well call them, strictly charging them, that I should want nothing fit for me; that they should suffer none of the Dwarf Lunars, or little Moon Men, to come near me
B1530	/	/	That I should be instructed in their Language
B1532	/	/	I answered as near the Truth as possible
B1533	/	/	I was provided with all Necessaries as my Heart could wish, so that I seemed to be in a Paradise
B1536	/	/	You must understand, that of the true Lunars or Moon Men there are three Kinds
B1538	/	/	I then applied myself to learning the Language
B1540	/	/	Their Language is very difficult, since it hath no Affinity with any other I ever heard, and consists not so much of Words and Letters, as Tunes and strange Sounds which no Letters can express, for there are few Words but signify several Things, and are distinguished only by their Sounds, which are sung as it were in uttering; yea many Words consist of Tunes only, without Words
B1541	/	/	Notwithstanding these Difficulties, within two Months I attained to such Knowledge therein
B1544	/	/	I presented him the Remainder of my Jewels
B1547	/	/	Gifts of a far more considerable Value
B1548	/	/	The Gifts he bestowed on me were such, that a Man would part with Mountains of Gold to purchase
B1549	/	/	this hath been the direct Opinion of divers antient, and some modern Mathematicians, and may probably be deduced from the Tenets of others, neither does it contradict any Principle of Reason nor Faith
B1550	/	/	Knowledge
B1552	/	/	his Covetousness had like to have been my utter Ruin
B1553	/	/	and give perfect Instructions how those almost incredible and impossible Acquirements may be imparted to the World.
B1557	/	/	and so by hiding and shewing my Light according to the Agreement betwixt us, I certified him of what I pleased. In the Day I advertised him by Smoke, Dust, and other refined Ways.
B1563	/	/	severely punished
B1564	/	/	Punishment
B1565	/	/	rare Curiosity
B1568	/	/	the wise women presented the child with their magic gifts
B1569	/	/	presented the child with their magic gifts
B1571	/	/	In the princess's fifteenth year she shall prick herself with a spindle and fall over dead.
B1577	/	/	The wise women's gifts were all fulfilled on the girl, for she was so beautiful, well behaved, friendly, and intelligent that everyone who saw her had to love her.
B1578	/	/	What is that thing that is so merrily bouncing about? asked the girl, taking hold of the spindle, for she too wanted to spin.
B1583	/	/	there was a sweet little girl.
B1584	/	/	Once she gave her a little cap made of red velvet.
B1586	/	/	Take them to your grandmother. She is sick and weak, and they will do her well.
B1587	/	/	She is sick and weak, and they will do her we
B1589	/	/	She did not know what a wicked animal he was,
B1590	/	/	Grandmother is sick and weak, and I am taking her some cake and wine. We baked yesterday, and they should be good for her and give her strength.
B1591	/	/	We baked yesterday, and they should be good for her and give her strength.
B1592	/	/	Now that sweet young thing is a tasty bite for me.
B1594	/	/	f a take a fresh bouquet to grandmother, she will be very pleased. Anyway, it is still early, and I'll be home on time
B1595	/	/	Each time she picked one she thought that she could see an even more beautiful one a little way off, and she ran after it, going further and further into the woods.
B1603	/	/	All the better to eat you with!
B1605	/	/	A huntsman was just passing by. He thought, The old woman is snoring so loudly. You had better see if something is wrong with her.
B1606	/	/	The old woman is snoring so loudly. You had better see if something is wrong with her.
B1607	/	/	He stepped into the parlor, and when he approached the bed, he saw the wolf lying there. So here I find you, you old sinner, he said. I have been hunting for you a long time.
B1608	/	/	He was about to aim his rifle when it occurred to him that the wolf might have eaten the grandmother, and that she still might be rescued. So instead of shooting, he took a pair of scissors and began to cut open the wolf's belly.
B1609	/	/	Then Little Red Cap fetched some large stones. She filled the wolf's body with them, and when he woke up and tried to run away, the stones were so heavy that he immediately fell down dead.
B1610	/	/	The huntsman skinned the wolf and went home with the pelt.
B1612	/	/	They also tell how Little Red Cap was taking some baked things to her grandmother another time,
B1613	/	/	Little Red Cap was taking some baked things to her grandmother another time,
B1614	/	/	was taking some baked things to her grandmother another time
B1616	/	/	Let's lock the door, so he can't get in.
B1617	/	/	Fetch a bucket, Little Red Cap, she said to the child. Yesterday I cooked some sausage. Carry the water that I boiled them with to the trough.
B1618	/	/	ittle Red Cap carried water until the large, large trough was clear full. The smell of sausage arose into the wolf's nose. He sniffed and looked down, stretching his neck so long that he could no longer hold himself, and he began to slide. He slid off the roof, fell into the trough, and drowned
B1620	/	/	Then she was satisfied, for she knew that the mirror spoke the truth.
B1622	/	/	The huntsman obeyed
B1623	/	/	The huntsman obeyed and took Snow-White into the woods
B1626	/	/	Because she was so beautiful the huntsman took pity on her, and he said, Run away, you poor child.
B1627	/	/	but still it was as if a stone had fallen from his heart, for he would not have to kill her.
B1634	/	/	and wild animals jumped at her, but they did her no harm
B1635	/	/	They were so happy, that they did not wake her up, but let her continue to sleep there in the bed.
B1636	/	/	but let her continue to sleep there in the bed.
B1637	/	/	let her continue to sleep there in the bed
B1638	/	/	But they were friendly and asked, What is your name?
B1642	/	/	had spared her life
B1643	/	/	Yes, said Snow-White, with all my heart.
B1644	/	/	Yes, said Snow-White,
B1647	/	/	You, my queen, are fair; it is true.
B1648	/	/	This startled the queen, for she knew that the mirror did not lie,
B1653	/	/	Good day, dear woman, what do you have for sale?
B1654	/	/	I can let that honest woman in, thought Snow-White, then unbolted the door and bought the pretty bodice lace.
B1655	/	/	The unsuspecting Snow-White
B1658	/	/	Take care and let no one in when we are not with you.
B1659	/	/	You, my queen, are fair; it is true.  But Snow-White, beyond the mountains  With the seven dwarfs,  Is still a thousand times fairer than you.
B1661	/	/	Snow-White looked out and said, Go on your way. I am not allowed to let anyone in.
B1662	/	/	You surely may take a look, said the old woman, pulling out the poisoned comb and holding it up. The child liked it so much that she let herself be deceived, and she opened the door.
B1663	/	/	. The child liked it so much that she let herself be deceived, and she opened the door.
B1668	/	/	I am not allowed to let anyone in. The dwarfs have forbidden me to do so.
B1669	/	/	Snow-White longed for the beautiful apple, and when she saw that the peasant woman was eating part of it she could no longer resist, and she stuck her hand out and took the poisoned half.
B1670	/	/	You, my queen, are fairest of all.
B1671	/	/	They laid her on a bier, and all seven sat next to her and mourned for her and cried for three days.
B1673	/	/	Then he said to the dwarfs, Let me have the coffin. I will give you anything you want for it. But the dwarfs answered, We will not sell it for all the gold in the world.
B1675	/	/	As he thus spoke, the good dwarfs felt pity for him and gave him the coffin
B1677	/	/	You, my queen, are fair; it is true.  But the young queen is a thousand times fairer than you.
B1678	/	/	Then they put a pair of iron shoes into burning coals. They were brought forth with tongs and placed before her. She was forced to step into the red-hot shoes and dance until she fell down dead.
B1682	/	/	One day it happened that the father was going to the fair, and he asked his two stepdaughters what he should bring back for them. Beautiful dresses, said the one. Pearls and jewels, said the other. And you, Cinderella, he said, what do you want? Father, break off for me the first twig that brushes against your hat on your way home.
B1689	/	/	Two white pigeons came in through the kitchen window, and then the turtledoves, and finally all the birds beneath the sky came whirring and swarming in, and lit around the ashes. The pigeons nodded their heads and began to pick, pick, pick, pick. And the others also began to pick, pick, pick, pick. They gathered all the good grains into the bowls. Before a half hour had passed they were finished, and they all flew out again
B1690	/	/	Two white pigeons came in through the kitchen window, and then the turtledoves, and finally all the birds beneath the sky came whirring and swarming in, and lit around the ashes. The pigeons nodded their heads and began to pick, pick, pick, pick. And the others also began to pick, pick, pick, pick. They gathered all the good grains into the bowl. Hardly one hour had passed before they were finished, and they all flew out again
B1701	/	/	on the hazel tree, sat the two pigeons, crying out: Rook di goo, rook di goo! There's blood in the shoe. The shoe is too tight, This bride is not right!
B1707	/	/	Then he looked at her foot and saw how the blood was running from it
B1708	/	/	He looked down at her foot and saw how the blood was running out of her shoe, and how it had stained her white stocking all red
B1710	/	/	When she stood up the prince looked into her face, and he recognized the beautiful girl who had danced with him. He cried out, She is my true bride.
B1711	/	/	the two white pigeons cried out: Rook di goo, rook di goo! No blood's in the shoe. The shoe's not too tight, This bride is right!
B1712	/	/	After they had cried this out, they both flew down and lit on Cinderella's shoulders, one on the right, the other on the left, and remained sitting there
B1714	/	/	No, Cinderella, you have no clothes, and you don't know how to dance
B1715	/	/	When she arrived at the festival in this dress, everyone was so astonished that they did not know what to say
B1716	/	/	The unknown girl has eluded me
B1717	/	/	the prince did not know where she had gone
B1718	/	/	then he told him that the unknown girl had jumped into the pigeon coop
B1719	/	/	And thus, for their wickedness and falsehood, they were punished with blindness as long as they lived
B1720	/	/	The girl went out to her mother's grave every day and wept, and she remained pious and good
B1721	/	/	Dear child, remain pious and good, and then our dear God will always protect you, and I will look down on you from heaven and be near you.
B1726	/	/	So he bought beautiful dresses, pearls, and jewels for his two stepdaughters. On his way home, as he was riding through a green thicket, a hazel twig brushed against him and knocked off his hat. Then he broke off the twig and took it with him. Arriving home, he gave his stepdaughters the things that they had asked for, and he gave Cinderella the twig from the hazel bush
B1727	/	/	Cinderella thanked him, went to her mother's grave, and planted the branch on it
B1728	/	/	Cinderella went to this tree three times every day, and beneath it she wept and prayed
B1732	/	/	He had them bring him an ax and a pick so that he could break the pigeon coop apart, but no one was inside
B1734	/	/	The prince had waited until she came, then immediately took her by the hand, and danced only with her. When others came and asked her to dance with them, he said, She is my dance partner.
B1735	/	/	I believe she has climbed up the pear tree. The father thought, Could it be Cinderella? He had an ax brought to him and cut down the tree, but no one was in it
B1738	/	/	The prince danced only with her, and whenever anyone else asked her to dance, he would say, She is my dance partner.
B1739	/	/	The prince, however, had set a trap. He had had the entire stairway smeared with pitch. When she ran down the stairs, her left slipper stuck in the pitch
B1740	/	/	No one shall be my wife except for the one whose foot fits this golden shoe.
B1744	/	/	She sat down on a stool, pulled her foot out of the heavy wooden shoe, and put it into the slipper, and it fitted her perfectly
B1746	/	/	No one knew where he took them, for none of them ever returned
B1757	/	/	She took the keys and the egg, and promised to take good care of everything
B1761	/	/	The second sister brought him a piece of bread
B1762	/	/	the oldest daughter came out to give him a piece of bread
B1763	/	/	He appeared to be a poor, weak beggar, and he carried a pack basket on his back, as though he wanted to collect some benevolent offerings in it. He asked for a bit to eat, and when the oldest daughter came out to give him a piece of bread
B1764	/	/	he saw from the red stain that she had been in the blood chamber
B1771	/	/	In spite of this she proceeded to gather their parts together, placing them back in order: head, body, arms, and legs. Then, when nothing else was missing, the parts began to move
B1772	/	/	When the man returned home he immediately demanded the keys and the egg, and when he was unable to detect any trace of blood on them, he said, You have passed the test. You shall be my bride.
B1777	/	/	The moment is here when I can rescue you. The evildoer himself shall carry you home. As soon as you have arrived at home send help to me.
B1783	/	/	When everything was ready she dipped herself into a barrel of honey, then cut open the bed and rolled around in it until she looked like a strange bird, and no one would have been able to recognize her
B1786	/	/	the bride's brothers and relatives arrived. They had been sent to rescue her
B1787	/	/	After he and all his guests had gone into the house, the bride's brothers and relatives arrived. They had been sent to rescue her. After closing up all the doors of the house so that no one could escape, they set it afire, and the sorcerer, together with his gang, all burned to death
B1789	/	/	As soon as he had gone she walked about in the house from top to bottom examining everything
B1790	/	/	She examined the key. It looked like any other one. She put it into the lock and twisted it a little, and then the door sprang open
B1792	/	/	Every time that he stopped walking, someone called out, and he had to walk on until, groaning and out of breath, he brought the basket with the gold and the two girls to their parents' house
B1794	/	/	Underway some of the wedding guests met her, and they asked, You, Fitcher's bird, where are you coming from? I am coming from Fitcher's house.
B1795	/	/	You, Fitcher's bird, where are you coming from? I am coming from Fitcher's house.
B1796	/	/	Why do you torment yourself with chopping wood? I will make you rich if you will promise me that which is standing behind your mill.
B1798	/	/	All at once all the chests and boxes are full, and no one brought it here, and I don't know where it came from.
B1800	/	/	The miller's daughter was a beautiful and pious girl, and she lived the three years worshipping God and without sin
B1801	/	/	When the time was up and the day came when the evil one was to get her, she washed herself clean and drew a circle around herself with chalk
B1807	/	/	She answered, Dear father, do with me what you will. I am your child, and with that she stretched forth both hands and let her father chop them off
B1808	/	/	Compassionate people will give me as much as I need
B1810	/	/	The miller spoke to her, I have gained great wealth through you. I shall take care of you in splendor as long as you live.
B1812	/	/	He closed a head gate, so that the moat dried up, and she could walk through
B1813	/	/	Then she kneeled down and, crying out to God the Lord, she prayed. Suddenly an angel appeared
B1814	/	/	She entered the garden, and the angel went with her
B1818	/	/	The king said, How did the spirit get across the water? And where did it go after it had eaten the pear?
B1819	/	/	The king said, If what you said is true, I will keep watch with you tonight.
B1820	/	/	After it was dark the king entered the garden, bringing a priest with him who was to talk to the spirit
B1821	/	/	After it was dark the king entered the garden, bringing a priest with him who was to talk to the spirit. All three sat down under the tree and kept watch
B1823	/	/	She answered, I am not a spirit, but a poor human who has been abandoned by everyone except God.
B1825	/	/	She gave birth to a beautiful son. The old mother quickly wrote this in a letter, giving the joyful news to the king
B1831	/	/	Then she said to the queen, I cannot have you killed as the king has ordered, but you can no longer stay here. Go out into the wide world with your child, and never come back.
B1832	/	/	She came to a great, wild forest where she got onto her knees and prayed to God. Then the angel of the Lord appeared to her and led her to a small house
B1834	/	/	On it was a small sign with the words, Here anyone can live free.
B1835	/	/	Then the angel of the Lord appeared to her and led her to a small house. On it was a small sign with the words, Here anyone can live free.
B1838	/	/	And through the grace of God and her own piety her chopped-off hands grew back
B1840	/	/	Then she continued to speak, I did what you ordered, and showed him as proof the eyes and the tongue
B1841	/	/	Then the king began to weep even more bitterly for his poor wife and his little son, until the old woman had mercy and said to him, Be satisfied that she is still alive. I secretly had a doe killed and took the proofs from it. I tied your wife's child onto her back and told her to go out into the wide world, and she had to promise never to come back here, because you were so angry with her.
B1842	/	/	He neither ate nor drank during the entire time, but God kept him alive
B1843	/	/	Finally he came to a great forest, where he found a little house with a sign containing the words,  Here anyone can live free.
B1844	/	/	He answered, I have been traveling about for nearly seven years looking for my wife and her child, but I cannot find them.
B1845	/	/	The angel offered him something to eat and drink, but he did not take it, wanting only to rest a little
B1847	/	/	Mother, dear, how can I cover my father's face? I have no father in this world. I have learned to pray, 'Our father which art in heaven,' and you have said that my father is in heaven, and that he is our dear God. How can I know such a wild man? He is not my father.
B1850	/	/	The angel went into the other room, brought back the silver hands, and showed them to him. Now he saw for sure that it was his dear wife and his dear child, and he kissed them, and rejoiced, and said, A heavy stone has fallen from my heart.
B1852	/	/	they went back home to his old mother. There was great joy everywhere, and the king and the queen conducted their wedding ceremony once again, and they lived happily until their blessed end
B1853	/	/	He took her home with him to his royal castle, and because she was so beautiful and pure he loved her with all his heart, had silver hands made for her, and took her as his wife
B1855	/	/	The king finally came back home from the battlefield, and the first thing he wanted to do was to see his wife and their child
B1856	/	/	Then the king said, I will go as far as the sky is blue, and will neither eat nor drink until I have found my dear wife and my child again, provided that in the meantime they have not died or perished from hunger.
B1858	/	/	How did you know that I am a queen?
B1859	/	/	She said, I am your wife, and this is your son Filled-with-Grief.
B1861	/	/	This frightened the father, and he promised to obey him
B1862	/	/	My child, if I do not chop off both of your hands, then the devil will take me away, and in my fear I have promised him to do this
B1866	/	/	by the light of the moon she saw that inside there were trees full of beautiful fruit
B1868	/	/	She saw a fruit tree with beautiful pears, but they had all been counted
B1869	/	/	She stepped up to the tree and ate from it with her mouth, enough to satisfy her hunger, but no more
B1879	/	/	The angel said to her, Go into the next room with your child. Your husband has come.
B1880	/	/	The angel said to her, Go into the next room with your child. Your husband has come. She went to where he was lying
B1889	/	/	He who says A must also say B, and because he had given in the first time, he had to do so the second time as well
B1890	/	/	But he comforted his little sister and said, Don't cry, Gretel. Sleep well. God will help us.
B1892	/	/	When it was midday Gretel shared her bread with Hansel
B1896	/	/	In every corner were chests of pearls and precious stones
B1897	/	/	The duckling came up to them, and Hansel climbed onto it, then asked his little sister to sit down next to him.  No, answered Gretel. That would be too heavy for the duckling. It should take us across one at a time.
B1898	/	/	Gretel shook out her apron, scattering pearls and precious stones around the room, and Hansel added to them by throwing one handful after the other from his pockets
B1900	/	/	Wait a little until the moon comes up, and then we'll find the way.
B1903	/	/	But now we must leave, said Hansel, and get out of these witch-woods.
B1906	/	/	I know what to do
B1907	/	/	they have a sense of smell like animals, and know when humans are approaching
B1909	/	/	We cannot get across, said Hansel. I cannot see a walkway or a bridge. There are no boats here, answered Gretel, but there is a white duck swimming. If I ask it, it will help us across.
B1911	/	/	Gretel put the bread under her apron, because Hansel's pockets were full of stones
B1912	/	/	as soon as the adults had fallen asleep, he got up, pulled on his jacket, opened the lower door, and crept outside. The moon was shining brightly, and the white pebbles in front of the house were glistening like silver coins. Hansel bent over and filled his jacket pockets with them, as many as would fit
B1913	/	/	Don't worry, Gretel. Sleep well. God will not forsake us. Then he went back to bed
B1915	/	/	Then all together they set forth into the woods
B1921	/	/	Hansel comforted her, Wait a little until the moon comes up, and then we'll find the way.
B1922	/	/	After the full moon had come up, Hansel took his little sister by the hand. They followed the pebbles that glistened there like newly minted coins, showing them the way. They walked throughout the entire night, and as morning was breaking, they arrived at the father's house
B1924	/	/	On the way to the woods, Hansel crumbled his piece in his pocket, then often stood still, and threw crumbs onto the ground
B1927	/	/	Wait, when the moon comes up I will be able to see the crumbs of bread that I scattered, and they will show us the way back home.
B1931	/	/	Witches have red eyes and cannot see very far
B1932	/	/	Witches have red eyes and cannot see very far, but they have a sense of smell like animals, and know when humans are approaching
B1933	/	/	Because they now had nothing to fear, they went into the witch's house
B1939	/	/	The good servant, who understood little about money, put his wealth into his pocket, and thought, Ah, now that I have a full purse, why should I worry and continue to plague myself with hard work? So he set forth, uphill and down, singing and jumping for joy
B1941	/	/	Listen, said the dwarf, I am a poor and needy man. Give me your three hellers. I can no longer work, but you are young and can easily earn your bread.
B1942	/	/	Listen, said the dwarf, I am a poor and needy man. Give me your three hellers. I can no longer work, but you are young and can easily earn your bread. Now because the servant had a good heart and felt pity for the dwarf, he gave him his three hellers, saying, In God's name, I won't miss them. Then the dwarf said, Because I see that you have a good heart I will grant you three wishes, one for each heller. They shall all be fulfilled.
B1945	/	/	Judge, sir, he said
B1946	/	/	The judge asked
B1947	/	/	God forbid, said the Jew. He didn't have a naked dagger, but rather a blowpipe hanging from his back, and a fiddle from his neck. The scoundrel can easily be recognized.
B1948	/	/	The judge sent his people out after him. They found the good servant, who had been walking along quite slowly. And they found the purse with the money on him as well
B1949	/	/	When he was brought before the judge he said, I did not touch the Jew, nor take his money
B1950	/	/	He offered it to me freely
B1951	/	/	God forbid! cried the Jew. He is reaching for lies like flies on the wall.
B1952	/	/	The judge did not believe his story, and said, That is a poor excuse. No Jew would do that.
B1955	/	/	he ran into the town to the judge
B1956	/	/	Yes, said the judge, if you do not ask for your life.
B1957	/	/	The servant walked quietly up the ladder with the hangman, but on the last rung he turned around and said to the judge, Grant me just one request before I die. Yes, said the judge, if you do not ask for your life.
B1958	/	/	But the judge said, Why should I not grant him this short pleasure? It has been promised to him, and he shall have it.
B1960	/	/	the judge, the clerks, and the court officials
B1961	/	/	The hangman released the good servant and made ready to dance
B1962	/	/	The judge and the Jew were out in front and were the best at jumping
B1963	/	/	Soon everyone who had gathered in the marketplace out of curiosity was dancing with them, old and young, fat and thin, all together with each other. Even the dogs that had run along with the crowd stood up on their hind legs and hopped along as well
B1964	/	/	the judge, quite out of breath, shouted
B1967	/	/	He went up to the Jew, who was lying upon the ground gasping for air, and said, You rogue, now confess where you got the money, or I will take my fiddle off my neck and begin to play again.
B1968	/	/	With that the judge had the Jew led to the gallows and hanged as a thief
B1970	/	/	At the second stroke they all lifted their legs
B1971	/	/	At the third stroke everyone jumped up and began to dance
B1972	/	/	The longer he played, the higher the dancers jumped
B1980	/	/	Grant me just one request before I die. Yes, said the judge, if you do not ask for your life.
B1983	/	/	As he played the first stroke, they all began to quiver and shake
B1993	/	/	And the Evil One filled her mind with this until she grew very angry with the little boy, and she pushed him from one corner to the other and slapped him here and cuffed him there, until the poor child was always afraid, for when he came home from school there was nowhere he could find any peace
B1995	/	/	This made the woman angry, but she said, Yes, when he comes home from school.
B1996	/	/	Mother, said the little daughter, is brother not to have one too? This made the woman angry, but she said, Yes, when he comes home from school.
B1997	/	/	Then the little boy came in the door, and the Evil One made her say to him kindly, My son, do you want an apple?
B2003	/	/	Marlene, said the mother, what have you done? Be quiet and don't let anyone know about it. It cannot be helped now. We will cook him into stew.
B2009	/	/	My mother, she killed me, My father, he ate me, My sister Marlene, Gathered all my bones, Tied them in a silken scarf, Laid them beneath the juniper tree, Tweet, tweet, what a beautiful bird am I
B2012	/	/	and they all came out into the street and looked at the bird and saw how beautiful he was, and what fine red and green feathers he had, and how his neck was like pure gold, and how his eyes shone like stars in his head
B2016	/	/	In the mill sat twenty miller's apprentices cutting a stone, and chiseling chip-chop, chip-chop, chip-chop. And the mill went clickety-clack, clickety-clack, clickety-clack
B2019	/	/	My father, he ate me
B2020	/	/	Gathered all my bones, Tied them in a silken scarf
B2023	/	/	Yes, he said, if it belonged only to me, you should have it. Yes, said the others, if he sings again he can have it.
B2029	/	/	Gathered all my bones, Tied them in a silken scarf, Laid them beneath the juniper tree, Tweet, tweet, what a beautiful bird am I
B2032	/	/	My father, he ate me, Then the woman fell down as if she were dead
B2035	/	/	And as she went out the door, crash! the bird threw the millstone on her head, and it crushed her to death
B2036	/	/	when that was over, the little brother was standing there, and he took his father and Marlene by the hand, and all three were very happy, and they went into the house, sat down at the table, and ate
B2040	/	/	Be quiet and don't let anyone know about it
B2043	/	/	He invited not only his relatives, friends, and acquaintances, but also the wise women so that they would be kindly disposed toward the child
B2046	/	/	the wise women presented the child with their magic gifts. The one gave her virtue, the second one beauty, the third one wealth, and so on with everything that one could wish for on earth
B2053	/	/	When he touched her with the kiss Little Brier-Rose opened her eyes, awoke, and looked at him kindly
B2054	/	/	They went downstairs together
B2059	/	/	Because it suited her so well, and she wanted to wear it all the time, she came to be known as Little Red Cap
B2060	/	/	One day her mother said to her, Come Little Red Cap. Here is a piece of cake and a bottle of wine. Take them to your grandmother. She is sick and weak, and they will do her well. Mind your manners and give her my greetings. Behave yourself on the way, and do not leave the path, or you might fall down and break the glass, and then there will be nothing for your grandmother. And when you enter her parlor, don't forget to say 'Good morning,' and don't peer into all the corners first. I'll do everything just right, said Little Red Cap, shaking her mother's hand
B2061	/	/	She did not know what a wicked animal he was, and was not afraid of him
B2062	/	/	Her house is good quarter hour from here in the woods, under the three large oak trees. There's a hedge of hazel bushes there. You must know the place, said Little Red Cap
B2064	/	/	But the wolf ran straight to the grandmother's house and knocked on the door
B2069	/	/	Oh, grandmother, what big ears you have! All the better to hear you with. Oh, grandmother, what big eyes you have! All the better to see you with. Oh, grandmother, what big hands you have! All the better to grab you with! Oh, grandmother, what a horribly big mouth you have! All the better to eat you with!
B2070	/	/	He was about to aim his rifle when it occurred to him that the wolf might have eaten the grandmother, and that she still might be rescued. So instead of shooting, he took a pair of scissors and began to cut open the wolf's belly
B2072	/	/	Then Little Red Cap fetched some large stones. She filled the wolf's body with them, and when he woke up and tried to run away, the stones were so heavy that he immediately fell down dead. The three of them were happy
B2073	/	/	He stepped into the parlor, and when he approached the bed, he saw the wolf lying there
B2074	/	/	They also tell how Little Red Cap was taking some baked things to her grandmother another time, when another wolf spoke to her and wanted her to leave the path. But Little Red Cap took care and went straight to grandmother's
B2076	/	/	Come, said the grandmother. Let's lock the door, so he can't get in.
